Report Month,Department,Avg Telework Days/Week
2023-06,5227 - Board of State and Community Corrections,3.55
2023-06,5420 - Prison Industry Authority,0.54
2023-06,6100 - Department of Education,3.86
2023-06,6120 - California State Library,3.35
2023-06,6125 - Education Audit Appeals Panel,3.67
2023-06,6200 - California School for the Blind,0.1
2023-06,6240 - California School for the Deaf - Fremont,0.06
2023-06,6250 - California School for the Deaf - Riverside,0.07
2023-06,6260 - Diagnostic Centers,0.23
2023-06,6360 - Commission on Teacher Credentialing,3.09
2023-06,"6980 - Student Aid Commission, California",4.58
2023-06,7100 - Employment Development Department,3.85
2023-06,7300 - Agricultural Labor Relations Board,2.59
2023-06,7320 - Public Employment Relations Board,2.88
2023-06,7350 - Department of Industrial Relations,1.57
2023-06,7501 - Department of Human Resources,3.93
2023-06,7502 - California Department of Technology,3.88
2023-06,7503 - State Personnel Board,4.46
2023-06,7504 - Office of Data and Innovation,4.74
2023-06,7600 - California Department of Tax and Fee Administration,4.13
2023-06,7730 - Franchise Tax Board,2.19
2023-06,7760 - Department of General Services,1.82
2023-06,7870 - California Victim Compensation Board,3.73
2023-06,7900 - Public Employees' Retirement System,2.28
2023-06,7910 - Office of Administrative Law,2.9
2023-06,7920 - State Teachers' Retirement System,2.83
2023-06,8120 - Commission on Peace Officer Standards and Training,2.13
2023-06,8140 - State Public Defender,3.71
2023-06,8560 - California Exposition and State Fair,0
2023-06,8570 - Department of Food and Agriculture,2.43
2023-06,8620 - Fair Political Practices Commission,4.32
2023-06,8660 - Public Utilities Commission,4.29
2023-06,"8780 - Milton Marks ""Little Hoover"" Commission on California State Government Organization and Economy",3.57
2023-06,"8830 - Law Revision Commission, California",5
2023-06,8860 - Department of Finance,3.02
2023-06,8880 - Financial Information System for California,4.78
2023-06,"8885 - States Mandates, Commission on",3.67
2023-06,8940 - Military Department,0.97
2023-06,8955 - Department of Veterans Affairs,0.51
2023-06,A059 - California Correctional Health Care Services,0.66
2023-06,A279 - Unemployment Insurance Appeals Board,1.86
2023-06,A281 - Employment Training Panel,3.2
2023-06,A314 - California Science Center,0.58
2023-06,A341 - California Earthquake Authority,4.52
2023-06,A424 - Cradle-to-Career,4.14
2023-06,A541 - Board of Forestry and Fire Protection,1.64
2023-07,0500 - Governor's Office,2.23
2023-07,0509 - Governor's Office of Business and Economic Development (GO-Biz),3.67
2023-07,0511 - Secretary for Government Operations Agency,2.52
2023-07,0521 - Secretary for Transportation Agency,2.95
2023-07,0530 - Secretary for California Health and Human Services Agency,4.28
2023-07,0531 - Office of Systems Integration,4.8
2023-07,0540 - Secretary of the Natural Resources Agency,4.19
2023-07,0552 - Office of the Inspector General,4.42
2023-07,0555 - Secretary for Environmental Protection,2.78
2023-07,0559 - Secretary for Labor and Workforce Development Agency,2.25
2023-07,0650 - Office of Planning and Research,4.32
2023-07,0690 - Governor's Office of Emergency Services,2.22
2023-07,0820 - Department of Justice,3.24
2023-07,0840 - State Controller,3.56
2023-07,0845 - Department of Insurance,3.38
2023-07,0855 - California Gambling Control Commission,4.38
2023-07,0860 - State Board of Equalization,3.16
2023-07,0870 - Office of Tax Appeals,3.54
2023-07,0911 - Citizens Redistricting Commission,5
2023-07,1045 - Cannabis Control Appeals Panel,3.88
2023-07,1111 - Department of Consumer Affairs,2.49
2023-07,1115 - Department of Cannabis Control,3.05
2023-07,1700 - California Civil Rights Department,4.59
2023-07,1701 - Department of Financial Protection and Innovation,4.37
2023-07,1703 - California Privacy Protection Agency,4.92
2023-07,1750 - California Horse Racing Board,1.72
2023-07,2100 - Department of Alcoholic Beverage Control,1.79
2023-07,2120 - Alcoholic Beverage Control Appeals Board,3.5
2023-07,2240 - Department of Housing and Community Development,3.9
2023-07,2320 - Department of Real Estate,2.93
2023-07,2600 - California Transportation Commission,4.39
2023-07,2660 - Department of Transportation,1.99
2023-07,2665 - High-Speed Rail Authority,3.67
2023-07,2700 - California Traffic Safety Program,3.71
2023-07,2720 - California Highway Patrol,0.1
2023-07,2740 - Department of Motor Vehicles,0.96
2023-07,3100 - Exposition Park,0.93
2023-07,3125 - California Tahoe Conservancy,3.2
2023-07,3340 - California Conservation Corps,0.85
2023-07,3355 - Office of Energy Infrastructure Safety,4.36
2023-07,3360 - Energy Resources Conservation and Development Commission,4.74
2023-07,3480 - Department of Conservation,4.04
2023-07,3540 - Department of Forestry and Fire Protection,0.23
2023-07,3560 - State Lands Commission,3.06
2023-07,3600 - Department of Fish and Wildlife,1.76
2023-07,3640 - Wildlife Conservation Board,3.12
2023-07,3720 - California Coastal Commission,3.76
2023-07,3760 - State Coastal Conservancy,4.56
2023-07,3780 - Native American Heritage Commission,2.63
2023-07,3790 - Department of Parks and Recreation,0.57
2023-07,3810 - Santa Monica Mountains Conservancy,4
2023-07,3820 - San Francisco Bay Conservation and Development Commission,3.91
2023-07,3825 - San Gabriel and Lower Los Angeles Rivers and Mountains Conservancy,3.67
2023-07,3830 - San Joaquin River Conservancy,4.5
2023-07,3835 - Baldwin Hills Conservancy,2.67
2023-07,3840 - Delta Protection Commission,3
2023-07,3845 - San Diego River Conservancy,0
2023-07,3850 - Coachella Valley Mountains Conservancy,2
2023-07,3855 - Sierra Nevada Conservancy,3.65
2023-07,3860 - Department of Water Resources,1.8
2023-07,3862 - Central Valley Flood Protection Board,3.66
2023-07,3875 - Sacramento-San Joaquin Delta Conservancy,4.25
2023-07,3885 - Delta Stewardship Council,4.37
2023-07,3900 - State Air Resources Board,2.91
2023-07,3930 - Department of Pesticide Regulation,3.72
2023-07,3940 - State Water Resources Control Board,3.78
2023-07,3960 - Department of Toxic Substances Control,4.25
2023-07,3970 - Department of Resources Recycling and Recovery,4.39
2023-07,3980 - Office of Environmental Health Hazard Assessment,4.31
2023-07,4100 - State Council on Developmental Disabilities,3.54
2023-07,4140 - Department of Health Care Access and Information,3.32
2023-07,4150 - Department of Managed Health Care,4.89
2023-07,4170 - Department of Aging,4.56
2023-07,4250 - California Children and Families Commission,3.97
2023-07,4260 - State Department of Health Care Services,3.71
2023-07,4265 - Department of Public Health,3.09
2023-07,4300 - Department of Developmental Services,1.31
2023-07,4440 - Department of State Hospitals,0.43
2023-07,4560 - Mental Health Services Oversight and Accountability Commission,2.98
2023-07,4700 - Department of Community Services and Development,4.68
2023-07,4800 - California Health Benefit Exchange,4.72
2023-07,5160 - Department of Rehabilitation,2.63
2023-07,5170 - State Independent Living Council,5
2023-07,5175 - Department of Child Support Services,4.53
2023-07,5180 - Department of Social Services,3.18
2023-07,5225 - Department of Corrections and Rehabilitation,0.37
2023-07,5227 - Board of State and Community Corrections,3.57
2023-07,5420 - Prison Industry Authority,0.54
2023-07,6100 - Department of Education,3.86
2023-07,6120 - California State Library,3.3
2023-07,6125 - Education Audit Appeals Panel,3.67
2023-07,6200 - California School for the Blind,0.07
2023-07,6240 - California School for the Deaf - Fremont,0.06
2023-07,6250 - California School for the Deaf - Riverside,0.07
2023-07,6260 - Diagnostic Centers,0.23
2023-07,6360 - Commission on Teacher Credentialing,2.97
2023-07,6870 - Board of Governors of the California Community Colleges,4.92
2023-07,"6980 - Student Aid Commission, California",4.58
2023-07,7100 - Employment Development Department,3.81
2023-07,7300 - Agricultural Labor Relations Board,2.58
2023-07,7320 - Public Employment Relations Board,2.95
2023-07,7350 - Department of Industrial Relations,1.55
2023-07,7501 - Department of Human Resources,3.96
2023-07,7502 - California Department of Technology,3.87
2023-07,7503 - State Personnel Board,4.47
2023-07,7504 - Office of Data and Innovation,4.75
2023-07,7600 - California Department of Tax and Fee Administration,4.13
2023-07,7730 - Franchise Tax Board,2.2
2023-07,7760 - Department of General Services,1.83
2023-07,7870 - California Victim Compensation Board,3.71
2023-07,7900 - Public Employees' Retirement System,2.28
2023-07,7910 - Office of Administrative Law,2.9
2023-07,7920 - State Teachers' Retirement System,2.91
2023-07,8120 - Commission on Peace Officer Standards and Training,2.11
2023-07,8140 - State Public Defender,3.64
2023-07,8560 - California Exposition and State Fair,0
2023-07,8570 - Department of Food and Agriculture,2.32
2023-07,8620 - Fair Political Practices Commission,4.32
2023-07,8660 - Public Utilities Commission,4.29
2023-07,"8780 - Milton Marks ""Little Hoover"" Commission on California State Government Organization and Economy",3.67
2023-07,"8830 - Law Revision Commission, California",5
2023-07,8860 - Department of Finance,3.02
2023-07,8880 - Financial Information System for California,4.8
2023-07,"8885 - States Mandates, Commission on",3.69
2023-07,8940 - Military Department,0.97
2023-07,8955 - Department of Veterans Affairs,0.5
2023-07,A059 - California Correctional Health Care Services,0.66
2023-07,A279 - Unemployment Insurance Appeals Board,1.82
2023-07,A281 - Employment Training Panel,3.2
2023-07,A314 - California Science Center,0.58
2023-07,A341 - California Earthquake Authority,4.52
2023-07,A424 - Cradle-to-Career,4.14
2023-07,A541 - Board of Forestry and Fire Protection,1.64
2023-08,0500 - Governor's Office,2.15
2023-08,0509 - Governor's Office of Business and Economic Development (GO-Biz),3.56
2023-08,0511 - Secretary for Government Operations Agency,2.52
2023-08,0521 - Secretary for Transportation Agency,2.95
2023-08,0530 - Secretary for California Health and Human Services Agency,4.28
2023-08,0531 - Office of Systems Integration,4.75
2023-08,0540 - Secretary of the Natural Resources Agency,4.18
2023-08,0552 - Office of the Inspector General,4.4
2023-08,0555 - Secretary for Environmental Protection,2.72
2023-08,0559 - Secretary for Labor and Workforce Development Agency,2.25
2023-08,0650 - Office of Planning and Research,4.31
2023-08,0690 - Governor's Office of Emergency Services,1.88
2023-08,0820 - Department of Justice,3.19
2023-08,0840 - State Controller,3.52
2023-08,0845 - Department of Insurance,3.35
2023-08,0855 - California Gambling Control Commission,4.38
2023-08,0860 - State Board of Equalization,3.17
2023-08,0870 - Office of Tax Appeals,3.55
2023-08,0911 - Citizens Redistricting Commission,5
2023-08,1045 - Cannabis Control Appeals Panel,3.88
2023-08,1111 - Department of Consumer Affairs,2.53
2023-08,1115 - Department of Cannabis Control,3
2023-08,1700 - California Civil Rights Department,4.58
2023-08,1701 - Department of Financial Protection and Innovation,4.37
2023-08,1703 - California Privacy Protection Agency,4.92
2023-08,1750 - California Horse Racing Board,1.76
2023-08,2100 - Department of Alcoholic Beverage Control,1.78
2023-08,2120 - Alcoholic Beverage Control Appeals Board,3.5
2023-08,2240 - Department of Housing and Community Development,3.89
2023-08,2320 - Department of Real Estate,2.95
2023-08,2600 - California Transportation Commission,4.39
2023-08,2660 - Department of Transportation,1.99
2023-08,2665 - High-Speed Rail Authority,3.61
2023-08,2700 - California Traffic Safety Program,3.71
2023-08,2720 - California Highway Patrol,0.07
2023-08,2740 - Department of Motor Vehicles,0.98
2023-08,3100 - Exposition Park,0.93
2023-08,3125 - California Tahoe Conservancy,3.2
2023-08,3340 - California Conservation Corps,0.86
2023-08,3355 - Office of Energy Infrastructure Safety,4.41
2023-08,3360 - Energy Resources Conservation and Development Commission,4.71
2023-08,3480 - Department of Conservation,4.04
2023-08,3540 - Department of Forestry and Fire Protection,0.24
2023-08,3560 - State Lands Commission,3.07
2023-08,3600 - Department of Fish and Wildlife,1.74
2023-08,3640 - Wildlife Conservation Board,3.07
2023-08,3720 - California Coastal Commission,3.72
2023-08,3760 - State Coastal Conservancy,3.9
2023-08,3780 - Native American Heritage Commission,2.63
2023-08,3790 - Department of Parks and Recreation,0.61
2023-08,3810 - Santa Monica Mountains Conservancy,4
2023-08,3820 - San Francisco Bay Conservation and Development Commission,3.91
2023-08,3825 - San Gabriel and Lower Los Angeles Rivers and Mountains Conservancy,3.3
2023-08,3830 - San Joaquin River Conservancy,4.5
2023-08,3835 - Baldwin Hills Conservancy,2.67
2023-08,3840 - Delta Protection Commission,3
2023-08,3845 - San Diego River Conservancy,0
2023-08,3850 - Coachella Valley Mountains Conservancy,2
2023-08,3855 - Sierra Nevada Conservancy,3.67
2023-08,3860 - Department of Water Resources,1.83
2023-08,3862 - Central Valley Flood Protection Board,3.66
2023-08,3875 - Sacramento-San Joaquin Delta Conservancy,4.35
2023-08,3885 - Delta Stewardship Council,4.28
2023-08,3900 - State Air Resources Board,2.9
2023-08,3930 - Department of Pesticide Regulation,3.7
2023-08,3940 - State Water Resources Control Board,3.79
2023-08,3980 - Office of Environmental Health Hazard Assessment,4.31
2023-08,4100 - State Council on Developmental Disabilities,3.54
2023-08,4140 - Department of Health Care Access and Information,3.31
2023-08,4150 - Department of Managed Health Care,4.91
2023-08,4170 - Department of Aging,4.56
2023-08,4250 - California Children and Families Commission,3.97
2023-08,4260 - State Department of Health Care Services,3.25
2023-08,4265 - Department of Public Health,3.09
2023-08,4300 - Department of Developmental Services,1.33
2023-08,4440 - Department of State Hospitals,0.44
2023-08,4560 - Mental Health Services Oversight and Accountability Commission,2.84
2023-08,4700 - Department of Community Services and Development,4.68
2023-08,4800 - California Health Benefit Exchange,4.73
2023-08,5160 - Department of Rehabilitation,2.64
2023-08,5170 - State Independent Living Council,5
2023-08,5175 - Department of Child Support Services,4.52
2023-08,5180 - Department of Social Services,3.18
2023-08,5225 - Department of Corrections and Rehabilitation,0.36
2023-08,5227 - Board of State and Community Corrections,3.54
2023-08,5420 - Prison Industry Authority,0.53
2023-08,6100 - Department of Education,3.83
2023-08,6120 - California State Library,3.32
2023-08,6125 - Education Audit Appeals Panel,3.67
2023-08,6200 - California School for the Blind,0.07
2023-08,6240 - California School for the Deaf - Fremont,0.06
2023-08,6250 - California School for the Deaf - Riverside,0.07
2023-08,6260 - Diagnostic Centers,0.23
2023-08,6360 - Commission on Teacher Credentialing,3.07
2023-08,"6980 - Student Aid Commission, California",4.58
2023-08,7100 - Employment Development Department,3.81
2023-08,7300 - Agricultural Labor Relations Board,2.59
2023-08,7320 - Public Employment Relations Board,2.99
2023-08,7350 - Department of Industrial Relations,1.58
2023-08,7501 - Department of Human Resources,3.92
2023-08,7502 - California Department of Technology,3.86
2023-08,7503 - State Personnel Board,4.43
2023-08,7504 - Office of Data and Innovation,4.76
2023-08,7600 - California Department of Tax and Fee Administration,4.13
2023-08,7730 - Franchise Tax Board,2.23
2023-08,7760 - Department of General Services,1.83
2023-08,7870 - California Victim Compensation Board,3.71
2023-08,7900 - Public Employees' Retirement System,2.28
2023-08,7910 - Office of Administrative Law,2.9
2023-08,7920 - State Teachers' Retirement System,2.9
2023-08,8120 - Commission on Peace Officer Standards and Training,2.11
2023-08,8140 - State Public Defender,3.61
2023-08,8560 - California Exposition and State Fair,0
2023-08,8570 - Department of Food and Agriculture,2.31
2023-08,8620 - Fair Political Practices Commission,4.34
2023-08,8660 - Public Utilities Commission,4.3
2023-08,"8780 - Milton Marks ""Little Hoover"" Commission on California State Government Organization and Economy",3.67
2023-08,"8830 - Law Revision Commission, California",5
2023-08,8860 - Department of Finance,3.01
2023-08,8880 - Financial Information System for California,4.8
2023-08,"8885 - States Mandates, Commission on",3.71
2023-08,8940 - Military Department,0.99
2023-08,8955 - Department of Veterans Affairs,0.5
2023-08,A059 - California Correctional Health Care Services,0.67
2023-08,A279 - Unemployment Insurance Appeals Board,1.82
2023-08,A281 - Employment Training Panel,3.2
2023-08,A314 - California Science Center,0.57
2023-08,A341 - California Earthquake Authority,4.52
2023-08,A424 - Cradle-to-Career,4.2
2023-08,A541 - Board of Forestry and Fire Protection,1.64
2023-09,0500 - Governor's Office,2.11
2023-09,0509 - Governor's Office of Business and Economic Development (GO-Biz),3.56
2023-09,0511 - Secretary for Government Operations Agency,2.52
2023-09,0521 - Secretary for Transportation Agency,2.95
2023-09,0530 - Secretary for California Health and Human Services Agency,4.31
2023-09,0531 - Office of Systems Integration,4.74
2023-09,0540 - Secretary of the Natural Resources Agency,4.19
2023-09,0552 - Office of the Inspector General,4.42
2023-09,0559 - Secretary for Labor and Workforce Development Agency,2.25
2023-09,0650 - Office of Planning and Research,4.31
2023-09,0690 - Governor's Office of Emergency Services,1.86
2023-09,0820 - Department of Justice,3.23
2023-09,0840 - State Controller,3.55
2023-09,0845 - Department of Insurance,3.34
2023-09,0855 - California Gambling Control Commission,4.01
2023-09,0860 - State Board of Equalization,3.18
2023-09,0870 - Office of Tax Appeals,3.56
2023-09,0911 - Citizens Redistricting Commission,5
2023-09,1045 - Cannabis Control Appeals Panel,3.88
2023-09,1111 - Department of Consumer Affairs,2.53
2023-09,1115 - Department of Cannabis Control,2.97
2023-09,1700 - California Civil Rights Department,4.6
2023-09,1701 - Department of Financial Protection and Innovation,4.37
2023-09,1703 - California Privacy Protection Agency,4.92
2023-09,1750 - California Horse Racing Board,1.76
2023-09,2100 - Department of Alcoholic Beverage Control,1.8
2023-09,2240 - Department of Housing and Community Development,3.91
2023-09,2320 - Department of Real Estate,2.96
2023-09,2600 - California Transportation Commission,4.47
2023-09,2660 - Department of Transportation,1.99
2023-09,2665 - High-Speed Rail Authority,3.61
2023-09,2700 - California Traffic Safety Program,3.71
2023-09,2720 - California Highway Patrol,0.07
2023-09,2740 - Department of Motor Vehicles,0.98
2023-09,3100 - Exposition Park,0.93
2023-09,3125 - California Tahoe Conservancy,3.2
2023-09,3340 - California Conservation Corps,0.84
2023-09,3355 - Office of Energy Infrastructure Safety,4.41
2023-09,3360 - Energy Resources Conservation and Development Commission,4.71
2023-09,3480 - Department of Conservation,4.02
2023-09,3540 - Department of Forestry and Fire Protection,0.24
2023-09,3560 - State Lands Commission,2.96
2023-09,3600 - Department of Fish and Wildlife,1.74
2023-09,3640 - Wildlife Conservation Board,3
2023-09,3720 - California Coastal Commission,3.72
2023-09,3760 - State Coastal Conservancy,3.9
2023-09,3780 - Native American Heritage Commission,2.63
2023-09,3790 - Department of Parks and Recreation,0.66
2023-09,3810 - Santa Monica Mountains Conservancy,3.33
2023-09,3820 - San Francisco Bay Conservation and Development Commission,3.89
2023-09,3825 - San Gabriel and Lower Los Angeles Rivers and Mountains Conservancy,3
2023-09,3830 - San Joaquin River Conservancy,4.5
2023-09,3835 - Baldwin Hills Conservancy,2.67
2023-09,3840 - Delta Protection Commission,3
2023-09,3845 - San Diego River Conservancy,0
2023-09,3850 - Coachella Valley Mountains Conservancy,2
2023-09,3855 - Sierra Nevada Conservancy,3.67
2023-09,3860 - Department of Water Resources,1.82
2023-09,3862 - Central Valley Flood Protection Board,3.63
2023-09,3875 - Sacramento-San Joaquin Delta Conservancy,4.36
2023-09,3885 - Delta Stewardship Council,4.38
2023-09,3900 - State Air Resources Board,2.9
2023-09,3930 - Department of Pesticide Regulation,3.7
2023-09,3940 - State Water Resources Control Board,3.79
2023-09,3960 - Department of Toxic Substances Control,4.24
2023-09,3970 - Department of Resources Recycling and Recovery,4.49
2023-09,3980 - Office of Environmental Health Hazard Assessment,4.31
2023-09,4100 - State Council on Developmental Disabilities,3.54
2023-09,4140 - Department of Health Care Access and Information,3.3
2023-09,4150 - Department of Managed Health Care,4.91
2023-09,4170 - Department of Aging,4.55
2023-09,4250 - California Children and Families Commission,3.97
2023-09,4260 - State Department of Health Care Services,3.67
2023-09,4265 - Department of Public Health,3.09
2023-09,4300 - Department of Developmental Services,1.34
2023-09,4440 - Department of State Hospitals,0.44
2023-09,4560 - Mental Health Services Oversight and Accountability Commission,2.84
2023-09,4700 - Department of Community Services and Development,4.65
2023-09,4800 - California Health Benefit Exchange,4.73
2023-09,5160 - Department of Rehabilitation,2.63
2023-09,5170 - State Independent Living Council,5
2023-09,5175 - Department of Child Support Services,4.52
2023-09,5180 - Department of Social Services,3.21
2023-09,5225 - Department of Corrections and Rehabilitation,0.34
2023-09,5227 - Board of State and Community Corrections,3.54
2023-09,5420 - Prison Industry Authority,0.53
2023-09,6100 - Department of Education,4
2023-09,6120 - California State Library,3.31
2023-09,6125 - Education Audit Appeals Panel,3.67
2023-09,6200 - California School for the Blind,0.07
2023-09,6240 - California School for the Deaf - Fremont,0.06
2023-09,6250 - California School for the Deaf - Riverside,0.07
2023-09,6260 - Diagnostic Centers,0.23
2023-09,6360 - Commission on Teacher Credentialing,3.13
2023-09,6870 - Board of Governors of the California Community Colleges,4.94
2023-09,7100 - Employment Development Department,3.82
2023-09,7300 - Agricultural Labor Relations Board,2.59
2023-09,7320 - Public Employment Relations Board,2.99
2023-09,7350 - Department of Industrial Relations,1.59
2023-09,7501 - Department of Human Resources,3.89
2023-09,7502 - California Department of Technology,3.85
2023-09,7503 - State Personnel Board,4.41
2023-09,7504 - Office of Data and Innovation,4.75
2023-09,7600 - California Department of Tax and Fee Administration,4.13
2023-09,7730 - Franchise Tax Board,2.25
2023-09,7760 - Department of General Services,1.85
2023-09,7870 - California Victim Compensation Board,3.7
2023-09,7900 - Public Employees' Retirement System,2.27
2023-09,7910 - Office of Administrative Law,2.73
2023-09,7920 - State Teachers' Retirement System,2.91
2023-09,8120 - Commission on Peace Officer Standards and Training,2.12
2023-09,8140 - State Public Defender,3.71
2023-09,8560 - California Exposition and State Fair,0
2023-09,8570 - Department of Food and Agriculture,2.36
2023-09,8620 - Fair Political Practices Commission,4.21
2023-09,8660 - Public Utilities Commission,4.32
2023-09,"8780 - Milton Marks ""Little Hoover"" Commission on California State Government Organization and Economy",3.67
2023-09,"8830 - Law Revision Commission, California",5
2023-09,8860 - Department of Finance,3.02
2023-09,8880 - Financial Information System for California,4.33
2023-09,"8885 - States Mandates, Commission on",3.71
2023-09,8940 - Military Department,0.96
2023-09,8955 - Department of Veterans Affairs,0.51
2023-09,A059 - California Correctional Health Care Services,0.67
2023-09,A279 - Unemployment Insurance Appeals Board,1.83
2023-09,A281 - Employment Training Panel,3.2
2023-09,A314 - California Science Center,0.56
2023-09,A341 - California Earthquake Authority,4.52
2023-09,A424 - Cradle-to-Career,4.12
2023-09,A541 - Board of Forestry and Fire Protection,1.64
2023-10,0500 - Governor's Office,2.18
2023-10,0509 - Governor's Office of Business and Economic Development (GO-Biz),3.41
2023-10,0511 - Secretary for Government Operations Agency,2.55
2023-10,"0515 - Secretary for Business, Consumer Services, and Housing Agency",4.3
2023-10,0521 - Secretary for Transportation Agency,2.95
2023-10,0530 - Secretary for California Health and Human Services Agency,4.35
2023-10,0531 - Office of Systems Integration,4.73
2023-10,0540 - Secretary of the Natural Resources Agency,4.2
2023-10,0552 - Office of the Inspector General,4.41
2023-10,0559 - Secretary for Labor and Workforce Development Agency,2.25
2023-10,0650 - Office of Planning and Research,4.31
2023-10,0690 - Governor's Office of Emergency Services,1.86
2023-10,0820 - Department of Justice,3.25
2023-10,0840 - State Controller,3.75
2023-10,0845 - Department of Insurance,3.37
2023-10,0855 - California Gambling Control Commission,4.01
2023-10,0860 - State Board of Equalization,3.19
2023-10,0870 - Office of Tax Appeals,3.57
2023-10,0911 - Citizens Redistricting Commission,5
2023-10,1045 - Cannabis Control Appeals Panel,3.88
2023-10,1111 - Department of Consumer Affairs,2.45
2023-10,1115 - Department of Cannabis Control,2.96
2023-10,1700 - California Civil Rights Department,4.6
2023-10,1701 - Department of Financial Protection and Innovation,4.35
2023-10,1703 - California Privacy Protection Agency,4.93
2023-10,1750 - California Horse Racing Board,1.78
2023-10,2100 - Department of Alcoholic Beverage Control,1.83
2023-10,2120 - Alcoholic Beverage Control Appeals Board,3.5
2023-10,2240 - Department of Housing and Community Development,3.9
2023-10,2320 - Department of Real Estate,2.97
2023-10,2600 - California Transportation Commission,4.47
2023-10,2660 - Department of Transportation,1.99
2023-10,2665 - High-Speed Rail Authority,3.63
2023-10,2700 - California Traffic Safety Program,3.71
2023-10,2720 - California Highway Patrol,0.07
2023-10,2740 - Department of Motor Vehicles,1
2023-10,3100 - Exposition Park,0.85
2023-10,3125 - California Tahoe Conservancy,3.2
2023-10,3355 - Office of Energy Infrastructure Safety,4.33
2023-10,3360 - Energy Resources Conservation and Development Commission,4.72
2023-10,3480 - Department of Conservation,4.02
2023-10,3540 - Department of Forestry and Fire Protection,0.25
2023-10,3560 - State Lands Commission,2.94
2023-10,3600 - Department of Fish and Wildlife,1.74
2023-10,3640 - Wildlife Conservation Board,3.07
2023-10,3720 - California Coastal Commission,3.16
2023-10,3760 - State Coastal Conservancy,2.99
2023-10,3780 - Native American Heritage Commission,2.63
2023-10,3790 - Department of Parks and Recreation,0.71
2023-10,3810 - Santa Monica Mountains Conservancy,3.33
2023-10,3820 - San Francisco Bay Conservation and Development Commission,3.87
2023-10,3825 - San Gabriel and Lower Los Angeles Rivers and Mountains Conservancy,3
2023-10,3830 - San Joaquin River Conservancy,3.5
2023-10,3835 - Baldwin Hills Conservancy,2.67
2023-10,3840 - Delta Protection Commission,3.4
2023-10,3845 - San Diego River Conservancy,0
2023-10,3850 - Coachella Valley Mountains Conservancy,2
2023-10,3855 - Sierra Nevada Conservancy,3.67
2023-10,3860 - Department of Water Resources,1.81
2023-10,3862 - Central Valley Flood Protection Board,3.67
2023-10,3875 - Sacramento-San Joaquin Delta Conservancy,4.17
2023-10,3885 - Delta Stewardship Council,4.36
2023-10,3930 - Department of Pesticide Regulation,3.7
2023-10,3940 - State Water Resources Control Board,3.76
2023-10,3960 - Department of Toxic Substances Control,3.96
2023-10,3970 - Department of Resources Recycling and Recovery,4.28
2023-10,3980 - Office of Environmental Health Hazard Assessment,4.31
2023-10,4100 - State Council on Developmental Disabilities,3.54
2023-10,4140 - Department of Health Care Access and Information,3.33
2023-10,4150 - Department of Managed Health Care,4.91
2023-10,4170 - Department of Aging,4.54
2023-10,4250 - California Children and Families Commission,3.85
2023-10,4260 - State Department of Health Care Services,3.71
2023-10,4265 - Department of Public Health,3.09
2023-10,4300 - Department of Developmental Services,1.37
2023-10,4440 - Department of State Hospitals,0.45
2023-10,4560 - Mental Health Services Oversight and Accountability Commission,2.9
2023-10,4700 - Department of Community Services and Development,4.65
2023-10,4800 - California Health Benefit Exchange,4.73
2023-10,5160 - Department of Rehabilitation,2.63
2023-10,5170 - State Independent Living Council,5
2023-10,5175 - Department of Child Support Services,4.52
2023-10,5180 - Department of Social Services,3.22
2023-10,5225 - Department of Corrections and Rehabilitation,0.37
2023-10,5227 - Board of State and Community Corrections,3.54
2023-10,5420 - Prison Industry Authority,0.55
2023-10,6100 - Department of Education,4.03
2023-10,6120 - California State Library,3.26
2023-10,6125 - Education Audit Appeals Panel,3.67
2023-10,6200 - California School for the Blind,0.06
2023-10,6240 - California School for the Deaf - Fremont,0.06
2023-10,6250 - California School for the Deaf - Riverside,0.08
2023-10,6260 - Diagnostic Centers,0.23
2023-10,6360 - Commission on Teacher Credentialing,3.36
2023-10,6870 - Board of Governors of the California Community Colleges,4.95
2023-10,"6980 - Student Aid Commission, California",4.52
2023-10,7100 - Employment Development Department,3.9
2023-10,7300 - Agricultural Labor Relations Board,2.59
2023-10,7320 - Public Employment Relations Board,2.94
2023-10,7350 - Department of Industrial Relations,1.59
2023-10,7501 - Department of Human Resources,3.9
2023-10,7502 - California Department of Technology,3.84
2023-10,7503 - State Personnel Board,4.34
2023-10,7504 - Office of Data and Innovation,4.78
2023-10,7600 - California Department of Tax and Fee Administration,4.12
2023-10,7730 - Franchise Tax Board,2.29
2023-10,7760 - Department of General Services,1.85
2023-10,7870 - California Victim Compensation Board,3.69
2023-10,7900 - Public Employees' Retirement System,2.29
2023-10,7910 - Office of Administrative Law,2.73
2023-10,7920 - State Teachers' Retirement System,2.91
2023-10,8120 - Commission on Peace Officer Standards and Training,2.13
2023-10,8140 - State Public Defender,3.68
2023-10,8560 - California Exposition and State Fair,0
2023-10,8570 - Department of Food and Agriculture,2.4
2023-10,8620 - Fair Political Practices Commission,4.21
2023-10,8660 - Public Utilities Commission,4.57
2023-10,"8780 - Milton Marks ""Little Hoover"" Commission on California State Government Organization and Economy",3.67
2023-10,"8830 - Law Revision Commission, California",5
2023-10,8860 - Department of Finance,3.02
2023-10,8880 - Financial Information System for California,4.33
2023-10,"8885 - States Mandates, Commission on",3.71
2023-10,8940 - Military Department,0.9
2023-10,8955 - Department of Veterans Affairs,0.51
2023-10,A059 - California Correctional Health Care Services,0.67
