Report Month,Org Code,Department,All reported employees,Telework eligible employees,Telework eligible / All reported,Remote centered employees,Remote centered / All reported,Remote centered / Telework eligible,Office centered employees,Office centered / All reported,Office centered / Telework eligible,Teleworker (remote + office),Teleworker / All reported,Teleworker / Telework eligible,Not teleworking employees from eligible,Not teleworking / All reported,Not teleworking / Telework eligible,Not teleworking + Not eligible,Not teleworking + Not eligible / All reported,Telework days % from eligible
2023-07,5227,Board of State and Community Corrections,119,119,100.00%,108,90.80%,90.80%,0,0.00%,0.00%,108,90.80%,90.80%,11,9.20%,9.20%,11,9.20%,72.40%
2023-07,4250,California Children and Families Commission,33,33,100.00%,33,100.00%,100.00%,0,0.00%,0.00%,33,100.00%,100.00%,0,0.00%,0.00%,0,0.00%,80.40%
2023-07,1700,California Civil Rights Department,264,264,100.00%,256,97.00%,97.00%,4,1.50%,1.50%,260,98.50%,98.50%,4,1.50%,1.50%,4,1.50%,91.80%
2023-07,3720,California Coastal Commission,185,185,100.00%,166,89.70%,89.70%,17,9.20%,9.20%,183,98.90%,98.90%,2,1.10%,1.10%,2,1.10%,75.40%
2023-07,3340,California Conservation Corps,553,153,27.70%,107,19.30%,69.90%,42,7.60%,27.50%,149,26.90%,97.40%,4,0.70%,2.60%,404,73.10%,62.40%
2023-07,A059,California Correctional Health Care Services,14489,3082,21.30%,1880,13.00%,61.00%,1165,8.00%,37.80%,3045,21.00%,98.80%,37,0.30%,1.20%,11444,79.00%,62.60%
2023-07,7600,California Department of Tax and Fee Administration,3633,3619,99.60%,3521,96.90%,97.30%,82,2.30%,2.30%,3603,99.20%,99.60%,16,0.40%,0.40%,30,0.80%,84.40%
2023-07,7502,California Department of Technology,971,970,99.90%,865,89.10%,89.20%,39,4.00%,4.00%,904,93.10%,93.20%,66,6.80%,6.80%,67,6.90%,79.20%
2023-07,A341,California Earthquake Authority,70,70,100.00%,67,95.70%,95.70%,3,4.30%,4.30%,70,100.00%,100.00%,0,0.00%,0.00%,0,0.00%,90.40%
2023-07,8560,California Exposition and State Fair,82,0,0.00%,0,0.00%,,0,0.00%,,0,0.00%,,0,0.00%,,82,100.00%,0.00%
2023-07,855,California Gambling Control Commission,43,43,100.00%,43,100.00%,100.00%,0,0.00%,0.00%,43,100.00%,100.00%,0,0.00%,0.00%,0,0.00%,90.20%
2023-07,4800,California Health Benefit Exchange,1310,1307,99.80%,1260,96.20%,96.40%,26,2.00%,2.00%,1286,98.20%,98.40%,21,1.60%,1.60%,24,1.80%,95.10%
2023-07,2720,California Highway Patrol,9771,1432,14.70%,79,0.80%,5.50%,333,3.40%,23.30%,412,4.20%,28.80%,1020,10.40%,71.20%,9359,95.80%,13.50%
2023-07,1750,California Horse Racing Board,50,25,50.00%,19,38.00%,76.00%,5,10.00%,20.00%,24,48.00%,96.00%,1,2.00%,4.00%,26,52.00%,70.50%
2023-07,1703,California Privacy Protection Agency,24,24,100.00%,24,100.00%,100.00%,0,0.00%,0.00%,24,100.00%,100.00%,0,0.00%,0.00%,0,0.00%,100.00%
2023-07,6200,California School for the Blind,115,22,19.10%,1,0.90%,4.50%,4,3.50%,18.20%,5,4.30%,22.70%,17,14.80%,77.30%,110,95.70%,7.30%
2023-07,6240,California School for the Deaf - Fremont,326,4,1.20%,4,1.20%,100.00%,0,0.00%,0.00%,4,1.20%,100.00%,0,0.00%,0.00%,322,98.80%,100.00%
2023-07,6250,California School for the Deaf - Riverside,371,17,4.60%,4,1.10%,23.50%,8,2.20%,47.10%,12,3.20%,70.60%,5,1.30%,29.40%,359,96.80%,32.00%
2023-07,A314,California Science Center,109,36,33.00%,3,2.80%,8.30%,26,23.90%,72.20%,29,26.60%,80.60%,7,6.40%,19.40%,80,73.40%,35.00%
2023-07,6120,California State Library,172,163,94.80%,107,62.20%,65.60%,53,30.80%,32.50%,160,93.00%,98.20%,3,1.70%,1.80%,12,7.00%,71.00%
2023-07,3125,California Tahoe Conservancy,46,46,100.00%,30,65.20%,65.20%,10,21.70%,21.70%,40,87.00%,87.00%,6,13.00%,13.00%,6,13.00%,65.30%
2023-07,2700,California Traffic Safety Program,34,34,100.00%,33,97.10%,97.10%,1,2.90%,2.90%,34,100.00%,100.00%,0,0.00%,0.00%,0,0.00%,74.10%
2023-07,2600,California Transportation Commission,38,38,100.00%,36,94.70%,94.70%,2,5.30%,5.30%,38,100.00%,100.00%,0,0.00%,0.00%,0,0.00%,87.90%
2023-07,7870,California Victim Compensation Board,231,225,97.40%,214,92.60%,95.10%,10,4.30%,4.40%,224,97.00%,99.60%,1,0.40%,0.40%,7,3.00%,77.80%
2023-07,1045,Cannabis Control Appeals Panel,8,8,100.00%,6,75.00%,75.00%,1,12.50%,12.50%,7,87.50%,87.50%,1,12.50%,12.50%,1,12.50%,77.50%
2023-07,3862,Central Valley Flood Protection Board,48,48,100.00%,42,87.50%,87.50%,6,12.50%,12.50%,48,100.00%,100.00%,0,0.00%,0.00%,0,0.00%,74.80%
2023-07,911,Citizens Redistricting Commission,1,1,100.00%,1,100.00%,100.00%,0,0.00%,0.00%,1,100.00%,100.00%,0,0.00%,0.00%,0,0.00%,100.00%
2023-07,3850,Coachella Valley Mountains Conservancy,3,3,100.00%,1,33.30%,33.30%,2,66.70%,66.70%,3,100.00%,100.00%,0,0.00%,0.00%,0,0.00%,41.40%
2023-07,8120,Commission on Peace Officer Standards and Training,183,183,100.00%,18,9.80%,9.80%,160,87.40%,87.40%,178,97.30%,97.30%,5,2.70%,2.70%,5,2.70%,43.90%
2023-07,6360,Commission on Teacher Credentialing,186,186,100.00%,128,68.80%,68.80%,29,15.60%,15.60%,157,84.40%,84.40%,29,15.60%,15.60%,29,15.60%,60.00%
2023-07,A424,Cradle-to-Career,14,14,100.00%,14,100.00%,100.00%,0,0.00%,0.00%,14,100.00%,100.00%,0,0.00%,0.00%,0,0.00%,82.90%
2023-07,3840,Delta Protection Commission,6,6,100.00%,4,66.70%,66.70%,1,16.70%,16.70%,5,83.30%,83.30%,1,16.70%,16.70%,1,16.70%,60.00%
2023-07,3885,Delta Stewardship Council,63,63,100.00%,59,93.70%,93.70%,4,6.30%,6.30%,63,100.00%,100.00%,0,0.00%,0.00%,0,0.00%,88.10%
2023-07,4170,Department of Aging,263,261,99.20%,254,96.60%,97.30%,6,2.30%,2.30%,260,98.90%,99.60%,1,0.40%,0.40%,3,1.10%,94.50%
2023-07,2100,Department of Alcoholic Beverage Control,489,471,96.30%,189,38.70%,40.10%,191,39.10%,40.60%,380,77.70%,80.70%,91,18.60%,19.30%,109,22.30%,42.50%
2023-07,1115,Department of Cannabis Control,520,424,81.50%,326,62.70%,76.90%,98,18.80%,23.10%,424,81.50%,100.00%,0,0.00%,0.00%,96,18.50%,76.40%
2023-07,5175,Department of Child Support Services,583,583,100.00%,564,96.70%,96.70%,15,2.60%,2.60%,579,99.30%,99.30%,4,0.70%,0.70%,4,0.70%,96.00%
2023-07,4700,Department of Community Services and Development,121,120,99.20%,120,99.20%,100.00%,0,0.00%,0.00%,120,99.20%,100.00%,0,0.00%,0.00%,1,0.80%,98.30%
2023-07,3480,Department of Conservation,684,680,99.40%,575,84.10%,84.60%,72,10.50%,10.60%,647,94.60%,95.10%,33,4.80%,4.90%,37,5.40%,80.90%
2023-07,1111,Department of Consumer Affairs,3008,2546,84.60%,1596,53.10%,62.70%,732,24.30%,28.80%,2328,77.40%,91.40%,218,7.20%,8.60%,680,22.60%,60.50%
2023-07,5225,Department of Corrections and Rehabilitation,36699,4706,12.80%,2696,7.30%,57.30%,1162,3.20%,24.70%,3858,10.50%,82.00%,848,2.30%,18.00%,32841,89.50%,58.50%
2023-07,4300,Department of Developmental Services,2165,648,29.90%,613,28.30%,94.60%,29,1.30%,4.50%,642,29.70%,99.10%,6,0.30%,0.90%,1523,70.30%,90.60%
2023-07,6100,Department of Education,1420,1384,97.50%,1148,80.80%,82.90%,39,2.70%,2.80%,1187,83.60%,85.80%,197,13.90%,14.20%,233,16.40%,80.00%
2023-07,8860,Department of Finance,400,398,99.50%,373,93.30%,93.70%,18,4.50%,4.50%,391,97.80%,98.20%,7,1.80%,1.80%,9,2.30%,62.50%
2023-07,1701,Department of Financial Protection and Innovation,762,750,98.40%,690,90.60%,92.00%,54,7.10%,7.20%,744,97.60%,99.20%,6,0.80%,0.80%,18,2.40%,91.90%
2023-07,3600,Department of Fish and Wildlife,3113,2059,66.10%,1303,41.90%,63.30%,350,11.20%,17.00%,1653,53.10%,80.30%,406,13.00%,19.70%,1460,46.90%,56.40%
2023-07,8570,Department of Food and Agriculture,724,543,75.00%,366,50.60%,67.40%,84,11.60%,15.50%,450,62.20%,82.90%,93,12.80%,17.10%,274,37.80%,63.00%
2023-07,3540,Department of Forestry and Fire Protection,10952,777,7.10%,530,4.80%,68.20%,244,2.20%,31.40%,774,7.10%,99.60%,3,0.00%,0.40%,10178,92.90%,66.00%
2023-07,7760,Department of General Services,3688,2089,56.60%,1404,38.10%,67.20%,325,8.80%,15.60%,1729,46.90%,82.80%,360,9.80%,17.20%,1959,53.10%,65.80%
2023-07,4140,Department of Health Care Access and Information,555,549,98.90%,362,65.20%,65.90%,116,20.90%,21.10%,478,86.10%,87.10%,71,12.80%,12.90%,77,13.90%,69.00%
2023-07,2240,Department of Housing and Community Development,1132,1116,98.60%,921,81.40%,82.50%,89,7.90%,8.00%,1010,89.20%,90.50%,106,9.40%,9.50%,122,10.80%,81.00%
2023-07,7501,Department of Human Resources,337,337,100.00%,303,89.90%,89.90%,28,8.30%,8.30%,331,98.20%,98.20%,6,1.80%,1.80%,6,1.80%,79.60%
2023-07,845,Department of Insurance,1226,1053,85.90%,857,69.90%,81.40%,191,15.60%,18.10%,1048,85.50%,99.50%,5,0.40%,0.50%,178,14.50%,81.10%
2023-07,820,Department of Justice,4187,4039,96.50%,2895,69.10%,71.70%,739,17.60%,18.30%,3634,86.80%,90.00%,405,9.70%,10.00%,553,13.20%,69.70%
2023-07,4150,Department of Managed Health Care,560,557,99.50%,557,99.50%,100.00%,0,0.00%,0.00%,557,99.50%,100.00%,0,0.00%,0.00%,3,0.50%,99.80%
2023-07,2740,Department of Motor Vehicles,9772,2594,26.50%,1981,20.30%,76.40%,612,6.30%,23.60%,2593,26.50%,100.00%,1,0.00%,0.00%,7179,73.50%,73.30%
2023-07,3790,Department of Parks and Recreation,5277,1562,29.60%,678,12.80%,43.40%,161,3.10%,10.30%,839,15.90%,53.70%,723,13.70%,46.30%,4438,84.10%,40.10%
2023-07,3930,Department of Pesticide Regulation,437,429,98.20%,356,81.50%,83.00%,65,14.90%,15.20%,421,96.30%,98.10%,8,1.80%,1.90%,16,3.70%,77.80%
2023-07,4265,Department of Public Health,3914,3914,100.00%,2781,71.10%,71.10%,7,0.20%,0.20%,2788,71.20%,71.20%,1126,28.80%,28.80%,1126,28.80%,63.40%
2023-07,2320,Department of Real Estate,347,324,93.40%,267,76.90%,82.40%,48,13.80%,14.80%,315,90.80%,97.20%,9,2.60%,2.80%,32,9.20%,63.50%
2023-07,5160,Department of Rehabilitation,1716,1633,95.20%,1018,59.30%,62.30%,492,28.70%,30.10%,1510,88.00%,92.50%,123,7.20%,7.50%,206,12.00%,56.80%
2023-07,3970,Department of Resources Recycling and Recovery,553,553,100.00%,508,91.90%,91.90%,42,7.60%,7.60%,550,99.50%,99.50%,3,0.50%,0.50%,3,0.50%,88.80%
2023-07,5180,Department of Social Services,4852,4535,93.50%,2764,57.00%,60.90%,1766,36.40%,38.90%,4530,93.40%,99.90%,5,0.10%,0.10%,322,6.60%,69.00%
2023-07,4440,Department of State Hospitals,10993,1719,15.60%,885,8.10%,51.50%,834,7.60%,48.50%,1719,15.60%,100.00%,0,0.00%,0.00%,9274,84.40%,57.30%
2023-07,3960,Department of Toxic Substances Control,1041,1041,100.00%,885,85.00%,85.00%,148,14.20%,14.20%,1033,99.20%,99.20%,8,0.80%,0.80%,8,0.80%,85.00%
2023-07,2660,Department of Transportation,22213,13337,60.00%,11700,52.70%,87.70%,1601,7.20%,12.00%,13301,59.90%,99.70%,36,0.20%,0.30%,8912,40.10%,66.20%
2023-07,8955,Department of Veterans Affairs,2984,460,15.40%,348,11.70%,75.70%,76,2.50%,16.50%,424,14.20%,92.20%,36,1.20%,7.80%,2560,85.80%,65.50%
2023-07,3860,Department of Water Resources,3597,2288,63.60%,1621,45.10%,70.80%,667,18.50%,29.20%,2288,63.60%,100.00%,0,0.00%,0.00%,1309,36.40%,57.00%
2023-07,6260,Diagnostic Centers,30,26,86.70%,0,0.00%,0.00%,4,13.30%,15.40%,4,13.30%,15.40%,22,73.30%,84.60%,26,86.70%,5.40%
2023-07,6125,Education Audit Appeals Panel,3,3,100.00%,3,100.00%,100.00%,0,0.00%,0.00%,3,100.00%,100.00%,0,0.00%,0.00%,0,0.00%,73.30%
2023-07,7100,Employment Development Department,8490,7501,88.40%,6784,79.90%,90.40%,670,7.90%,8.90%,7454,87.80%,99.40%,47,0.60%,0.60%,1036,12.20%,87.10%
2023-07,A281,Employment Training Panel,75,74,98.70%,53,70.70%,71.60%,21,28.00%,28.40%,74,98.70%,100.00%,0,0.00%,0.00%,1,1.30%,65.40%
2023-07,3360,Energy Resources Conservation and Development Commission,729,723,99.20%,709,97.30%,98.10%,14,1.90%,1.90%,723,99.20%,100.00%,0,0.00%,0.00%,6,0.80%,96.60%
2023-07,3100,Exposition Park,27,9,33.30%,5,18.50%,55.60%,4,14.80%,44.40%,9,33.30%,100.00%,0,0.00%,0.00%,18,66.70%,55.60%
2023-07,8620,Fair Political Practices Commission,92,91,98.90%,88,95.70%,96.70%,2,2.20%,2.20%,90,97.80%,98.90%,1,1.10%,1.10%,2,2.20%,89.90%
2023-07,8880,Financial Information System for California,328,328,100.00%,327,99.70%,99.70%,0,0.00%,0.00%,327,99.70%,99.70%,1,0.30%,0.30%,1,0.30%,97.00%
2023-07,7730,Franchise Tax Board,6191,5263,85.00%,4316,69.70%,82.00%,496,8.00%,9.40%,4812,77.70%,91.40%,451,7.30%,8.60%,1379,22.30%,53.70%
2023-07,500,Governor's Office,137,137,100.00%,67,48.90%,48.90%,41,29.90%,29.90%,108,78.80%,78.80%,29,21.20%,21.20%,29,21.20%,44.90%
2023-07,509,Governor's Office of Business and Economic Development (GO-Biz),180,152,84.40%,137,76.10%,90.10%,14,7.80%,9.20%,151,83.90%,99.30%,1,0.60%,0.70%,29,16.10%,87.40%
2023-07,690,Governor's Office of Emergency Services,1185,954,80.50%,337,28.40%,35.30%,617,52.10%,64.70%,954,80.50%,100.00%,0,0.00%,0.00%,231,19.50%,55.20%
2023-07,2665,High-Speed Rail Authority,379,358,94.50%,298,78.60%,83.20%,58,15.30%,16.20%,356,93.90%,99.40%,2,0.50%,0.60%,23,6.10%,79.10%
2023-07,8830,"Law Revision Commission, California",8,8,100.00%,8,100.00%,100.00%,0,0.00%,0.00%,8,100.00%,100.00%,0,0.00%,0.00%,0,0.00%,100.00%
2023-07,4560,Mental Health Services Oversight and Accountability Commission,47,47,100.00%,32,68.10%,68.10%,10,21.30%,21.30%,42,89.40%,89.40%,5,10.60%,10.60%,5,10.60%,63.10%
2023-07,8940,Military Department,316,110,34.80%,74,23.40%,67.30%,36,11.40%,32.70%,110,34.80%,100.00%,0,0.00%,0.00%,206,65.20%,55.00%
2023-07,8780,"Milton Marks ""Little Hoover"" Commission on California State Government Organization and Economy",6,6,100.00%,6,100.00%,100.00%,0,0.00%,0.00%,6,100.00%,100.00%,0,0.00%,0.00%,0,0.00%,73.30%
2023-07,3780,Native American Heritage Commission,8,8,100.00%,5,62.50%,62.50%,3,37.50%,37.50%,8,100.00%,100.00%,0,0.00%,0.00%,0,0.00%,52.50%
2023-07,7910,Office of Administrative Law,24,24,100.00%,15,62.50%,62.50%,9,37.50%,37.50%,24,100.00%,100.00%,0,0.00%,0.00%,0,0.00%,57.90%
2023-07,7504,Office of Data and Innovation,48,48,100.00%,48,100.00%,100.00%,0,0.00%,0.00%,48,100.00%,100.00%,0,0.00%,0.00%,0,0.00%,95.00%
2023-07,3355,Office of Energy Infrastructure Safety,94,82,87.20%,82,87.20%,100.00%,0,0.00%,0.00%,82,87.20%,100.00%,0,0.00%,0.00%,12,12.80%,100.00%
2023-07,3980,Office of Environmental Health Hazard Assessment,128,128,100.00%,126,98.40%,98.40%,2,1.60%,1.60%,128,100.00%,100.00%,0,0.00%,0.00%,0,0.00%,88.70%
2023-07,650,Office of Planning and Research,214,214,100.00%,198,92.50%,92.50%,14,6.50%,6.50%,212,99.10%,99.10%,2,0.90%,0.90%,2,0.90%,86.90%
2023-07,531,Office of Systems Integration,394,394,100.00%,386,98.00%,98.00%,3,0.80%,0.80%,389,98.70%,98.70%,5,1.30%,1.30%,5,1.30%,97.50%
2023-07,870,Office of Tax Appeals,94,94,100.00%,83,88.30%,88.30%,11,11.70%,11.70%,94,100.00%,100.00%,0,0.00%,0.00%,0,0.00%,70.90%
2023-07,552,Office of the Inspector General,156,156,100.00%,145,92.90%,92.90%,5,3.20%,3.20%,150,96.20%,96.20%,6,3.80%,3.80%,6,3.80%,91.40%
2023-07,5420,Prison Industry Authority,1068,233,21.80%,91,8.50%,39.10%,121,11.30%,51.90%,212,19.90%,91.00%,21,2.00%,9.00%,856,80.10%,49.50%
2023-07,7900,Public Employees' Retirement System,2312,2312,100.00%,290,12.50%,12.50%,1945,84.10%,84.10%,2235,96.70%,96.70%,77,3.30%,3.30%,77,3.30%,45.70%
2023-07,7320,Public Employment Relations Board,75,64,85.30%,56,74.70%,87.50%,6,8.00%,9.40%,62,82.70%,96.90%,2,2.70%,3.10%,13,17.30%,70.20%
2023-07,8660,Public Utilities Commission,1433,1419,99.00%,1245,86.90%,87.70%,73,5.10%,5.10%,1318,92.00%,92.90%,101,7.00%,7.10%,115,8.00%,87.20%
2023-07,3875,Sacramento-San Joaquin Delta Conservancy,18,18,100.00%,18,100.00%,100.00%,0,0.00%,0.00%,18,100.00%,100.00%,0,0.00%,0.00%,0,0.00%,85.00%
2023-07,3845,San Diego River Conservancy,3,3,100.00%,0,0.00%,0.00%,0,0.00%,0.00%,0,0.00%,0.00%,3,100.00%,100.00%,3,100.00%,0.00%
2023-07,3820,San Francisco Bay Conservation and Development Commission,54,54,100.00%,53,98.10%,98.10%,1,1.90%,1.90%,54,100.00%,100.00%,0,0.00%,0.00%,0,0.00%,78.70%
2023-07,3825,San Gabriel and Lower Los Angeles Rivers and Mountains Conservancy,9,9,100.00%,9,100.00%,100.00%,0,0.00%,0.00%,9,100.00%,100.00%,0,0.00%,0.00%,0,0.00%,76.70%
2023-07,3830,San Joaquin River Conservancy,2,2,100.00%,2,100.00%,100.00%,0,0.00%,0.00%,2,100.00%,100.00%,0,0.00%,0.00%,0,0.00%,90.00%
2023-07,3810,Santa Monica Mountains Conservancy,6,6,100.00%,6,100.00%,100.00%,0,0.00%,0.00%,6,100.00%,100.00%,0,0.00%,0.00%,0,0.00%,80.00%
2023-07,530,Secretary for California Health and Human Services Agency,93,93,100.00%,81,87.10%,87.10%,11,11.80%,11.80%,92,98.90%,98.90%,1,1.10%,1.10%,1,1.10%,87.20%
2023-07,555,Secretary for Environmental Protection,89,89,100.00%,52,58.40%,58.40%,3,3.40%,3.40%,55,61.80%,61.80%,34,38.20%,38.20%,34,38.20%,56.50%
2023-07,511,Secretary for Government Operations Agency,27,27,100.00%,14,51.90%,51.90%,13,48.10%,48.10%,27,100.00%,100.00%,0,0.00%,0.00%,0,0.00%,50.40%
2023-07,559,Secretary for Labor and Workforce Development Agency,36,36,100.00%,14,38.90%,38.90%,17,47.20%,47.20%,31,86.10%,86.10%,5,13.90%,13.90%,5,13.90%,45.50%
2023-07,521,Secretary for Transportation Agency,20,20,100.00%,17,85.00%,85.00%,3,15.00%,15.00%,20,100.00%,100.00%,0,0.00%,0.00%,0,0.00%,59.00%
2023-07,540,Secretary of the Natural Resources Agency,99,96,97.00%,91,91.90%,94.80%,4,4.00%,4.20%,95,96.00%,99.00%,1,1.00%,1.00%,4,4.00%,86.40%
2023-07,3855,Sierra Nevada Conservancy,52,51,98.10%,45,86.50%,88.20%,6,11.50%,11.80%,51,98.10%,100.00%,0,0.00%,0.00%,1,1.90%,76.90%
2023-07,3900,State Air Resources Board,1681,1681,100.00%,1114,66.30%,66.30%,395,23.50%,23.50%,1509,89.80%,89.80%,172,10.20%,10.20%,172,10.20%,59.80%
2023-07,860,State Board of Equalization,156,156,100.00%,150,96.20%,96.20%,4,2.60%,2.60%,154,98.70%,98.70%,2,1.30%,1.30%,2,1.30%,65.10%
2023-07,3760,State Coastal Conservancy,66,66,100.00%,64,97.00%,97.00%,2,3.00%,3.00%,66,100.00%,100.00%,0,0.00%,0.00%,0,0.00%,91.20%
2023-07,840,State Controller,1386,1203,86.80%,1037,74.80%,86.20%,119,8.60%,9.90%,1156,83.40%,96.10%,47,3.40%,3.90%,230,16.60%,82.30%
2023-07,4100,State Council on Developmental Disabilities,65,65,100.00%,50,76.90%,76.90%,12,18.50%,18.50%,62,95.40%,95.40%,3,4.60%,4.60%,3,4.60%,70.80%
2023-07,4260,State Department of Health Care Services,4246,4246,100.00%,3490,82.20%,82.20%,173,4.10%,4.10%,3663,86.30%,86.30%,583,13.70%,13.70%,583,13.70%,76.00%
2023-07,5170,State Independent Living Council,3,3,100.00%,3,100.00%,100.00%,0,0.00%,0.00%,3,100.00%,100.00%,0,0.00%,0.00%,0,0.00%,100.00%
2023-07,3560,State Lands Commission,199,185,93.00%,150,75.40%,81.10%,0,0.00%,0.00%,150,75.40%,81.10%,35,17.60%,18.90%,49,24.60%,82.10%
2023-07,7503,State Personnel Board,71,70,98.60%,68,95.80%,97.10%,0,0.00%,0.00%,68,95.80%,97.10%,2,2.80%,2.90%,3,4.20%,92.20%
2023-07,8140,State Public Defender,95,95,100.00%,70,73.70%,73.70%,20,21.10%,21.10%,90,94.70%,94.70%,5,5.30%,5.30%,5,5.30%,73.20%
2023-07,7920,State Teachers' Retirement System,1282,1281,99.90%,1161,90.60%,90.60%,119,9.30%,9.30%,1280,99.80%,99.90%,1,0.10%,0.10%,2,0.20%,58.50%
2023-07,3940,State Water Resources Control Board,2340,2340,100.00%,1921,82.10%,82.10%,362,15.50%,15.50%,2283,97.60%,97.60%,57,2.40%,2.40%,57,2.40%,78.00%
2023-07,8885,"States Mandates, Commission on",15,14,93.30%,12,80.00%,85.70%,2,13.30%,14.30%,14,93.30%,100.00%,0,0.00%,0.00%,1,6.70%,80.10%
2023-07,6980,"Student Aid Commission, California",135,135,100.00%,131,97.00%,97.00%,3,2.20%,2.20%,134,99.30%,99.30%,1,0.70%,0.70%,1,0.70%,91.60%
2023-07,A279,Unemployment Insurance Appeals Board,466,407,87.30%,225,48.30%,55.30%,23,4.90%,5.70%,248,53.20%,60.90%,159,34.10%,39.10%,218,46.80%,47.20%
2023-07,3640,Wildlife Conservation Board,42,42,100.00%,29,69.00%,69.00%,2,4.80%,4.80%,31,73.80%,73.80%,11,26.20%,26.20%,11,26.20%,63.70%
2023-08,7300,Agricultural Labor Relations Board,63,59,93.70%,46,73.00%,78.00%,5,7.90%,8.50%,51,81.00%,86.40%,8,12.70%,13.60%,12,19.00%,56.00%
2023-08,2120,Alcoholic Beverage Control Appeals Board,6,6,100.00%,5,83.30%,83.30%,1,16.70%,16.70%,6,100.00%,100.00%,0,0.00%,0.00%,0,0.00%,76.40%
2023-08,3835,Baldwin Hills Conservancy,3,3,100.00%,2,66.70%,66.70%,1,33.30%,33.30%,3,100.00%,100.00%,0,0.00%,0.00%,0,0.00%,53.30%
2023-08,A541,Board of Forestry and Fire Protection,22,10,45.50%,9,40.90%,90.00%,1,4.50%,10.00%,10,45.50%,100.00%,0,0.00%,0.00%,12,54.50%,72.00%
2023-08,5227,Board of State and Community Corrections,116,116,100.00%,105,90.50%,90.50%,0,0.00%,0.00%,105,90.50%,90.50%,11,9.50%,9.50%,11,9.50%,71.90%
2023-08,4250,California Children and Families Commission,33,33,100.00%,33,100.00%,100.00%,0,0.00%,0.00%,33,100.00%,100.00%,0,0.00%,0.00%,0,0.00%,80.40%
2023-08,1700,California Civil Rights Department,275,275,100.00%,266,96.70%,96.70%,5,1.80%,1.80%,271,98.50%,98.50%,4,1.50%,1.50%,4,1.50%,91.70%
2023-08,3720,California Coastal Commission,189,189,100.00%,167,88.40%,88.40%,20,10.60%,10.60%,187,98.90%,98.90%,2,1.10%,1.10%,2,1.10%,74.70%
2023-08,3340,California Conservation Corps,544,154,28.30%,107,19.70%,69.50%,41,7.50%,26.60%,148,27.20%,96.10%,6,1.10%,3.90%,396,72.80%,61.80%
2023-08,A059,California Correctional Health Care Services,14464,3141,21.70%,1933,13.40%,61.50%,1207,8.30%,38.40%,3140,21.70%,100.00%,1,0.00%,0.00%,11324,78.30%,63.00%
2023-08,7600,California Department of Tax and Fee Administration,3624,3623,100.00%,3517,97.00%,97.10%,79,2.20%,2.20%,3596,99.20%,99.30%,27,0.70%,0.70%,28,0.80%,84.10%
2023-08,7502,California Department of Technology,970,969,99.90%,863,89.00%,89.10%,38,3.90%,3.90%,901,92.90%,93.00%,68,7.00%,7.00%,69,7.10%,79.00%
2023-08,A341,California Earthquake Authority,70,70,100.00%,67,95.70%,95.70%,3,4.30%,4.30%,70,100.00%,100.00%,0,0.00%,0.00%,0,0.00%,90.40%
2023-08,8560,California Exposition and State Fair,82,0,0.00%,0,0.00%,,0,0.00%,,0,0.00%,,0,0.00%,,82,100.00%,0.00%
2023-08,855,California Gambling Control Commission,43,43,100.00%,43,100.00%,100.00%,0,0.00%,0.00%,43,100.00%,100.00%,0,0.00%,0.00%,0,0.00%,90.20%
2023-08,4800,California Health Benefit Exchange,1340,1338,99.90%,1290,96.30%,96.40%,27,2.00%,2.00%,1317,98.30%,98.40%,21,1.60%,1.60%,23,1.70%,95.20%
2023-08,2720,California Highway Patrol,9813,1481,15.10%,63,0.60%,4.30%,221,2.30%,14.90%,284,2.90%,19.20%,1197,12.20%,80.80%,9529,97.10%,8.60%
2023-08,1750,California Horse Racing Board,49,25,51.00%,19,38.80%,76.00%,5,10.20%,20.00%,24,49.00%,96.00%,1,2.00%,4.00%,25,51.00%,70.80%
2023-08,1703,California Privacy Protection Agency,24,24,100.00%,24,100.00%,100.00%,0,0.00%,0.00%,24,100.00%,100.00%,0,0.00%,0.00%,0,0.00%,100.00%
2023-08,6200,California School for the Blind,115,22,19.10%,1,0.90%,4.50%,4,3.50%,18.20%,5,4.30%,22.70%,17,14.80%,77.30%,110,95.70%,7.30%
2023-08,6240,California School for the Deaf - Fremont,326,4,1.20%,4,1.20%,100.00%,0,0.00%,0.00%,4,1.20%,100.00%,0,0.00%,0.00%,322,98.80%,100.00%
2023-08,6250,California School for the Deaf - Riverside,369,17,4.60%,4,1.10%,23.50%,8,2.20%,47.10%,12,3.30%,70.60%,5,1.40%,29.40%,357,96.70%,32.00%
2023-08,A314,California Science Center,110,36,32.70%,3,2.70%,8.30%,26,23.60%,72.20%,29,26.40%,80.60%,7,6.40%,19.40%,81,73.60%,35.00%
2023-08,6120,California State Library,167,158,94.60%,104,62.30%,65.80%,52,31.10%,32.90%,156,93.40%,98.70%,2,1.20%,1.30%,11,6.60%,71.20%
2023-08,3125,California Tahoe Conservancy,41,41,100.00%,26,63.40%,63.40%,11,26.80%,26.80%,37,90.20%,90.20%,4,9.80%,9.80%,4,9.80%,65.80%
2023-08,2700,California Traffic Safety Program,34,34,100.00%,33,97.10%,97.10%,1,2.90%,2.90%,34,100.00%,100.00%,0,0.00%,0.00%,0,0.00%,74.10%
2023-08,2600,California Transportation Commission,38,38,100.00%,36,94.70%,94.70%,2,5.30%,5.30%,38,100.00%,100.00%,0,0.00%,0.00%,0,0.00%,87.90%
