Report Month,Department,Avg Office Days/Week
2023-06,3540 - Department of Forestry and Fire Protection,4.74
2023-06,3560 - State Lands Commission,1.47
2023-06,3600 - Department of Fish and Wildlife,2.85
2023-06,3640 - Wildlife Conservation Board,1.76
2023-06,3720 - California Coastal Commission,1.22
2023-06,3760 - State Coastal Conservancy,0.44
2023-06,3780 - Native American Heritage Commission,2.38
2023-06,3790 - Department of Parks and Recreation,3.13
2023-06,3810 - Santa Monica Mountains Conservancy,1
2023-06,3820 - San Francisco Bay Conservation and Development Commission,1.04
2023-06,3825 - San Gabriel and Lower Los Angeles Rivers and Mountains Conservancy,1.22
2023-06,3830 - San Joaquin River Conservancy,0.5
2023-06,3835 - Baldwin Hills Conservancy,2
2023-06,3840 - Delta Protection Commission,1.75
2023-06,3845 - San Diego River Conservancy,5
2023-06,3850 - Coachella Valley Mountains Conservancy,2.83
2023-06,3855 - Sierra Nevada Conservancy,1.18
2023-06,3860 - Department of Water Resources,2.95
2023-06,3862 - Central Valley Flood Protection Board,1.07
2023-06,3875 - Sacramento-San Joaquin Delta Conservancy,0.71
2023-06,3885 - Delta Stewardship Council,0.61
2023-06,3900 - State Air Resources Board,1.96
2023-06,3930 - Department of Pesticide Regulation,0.87
2023-06,3940 - State Water Resources Control Board,1.06
2023-06,3960 - Department of Toxic Substances Control,0.76
2023-06,3980 - Office of Environmental Health Hazard Assessment,0.17
2023-06,4100 - State Council on Developmental Disabilities,1.46
2023-06,4140 - Department of Health Care Access and Information,1.57
2023-06,4150 - Department of Managed Health Care,0.04
2023-06,4170 - Department of Aging,0.3
2023-06,4250 - California Children and Families Commission,1.88
2023-06,4260 - State Department of Health Care Services,1.32
2023-06,4265 - Department of Public Health,1.78
2023-06,4300 - Department of Developmental Services,3.52
2023-06,4440 - Department of State Hospitals,4.54
2023-06,4560 - Mental Health Services Oversight and Accountability Commission,1.82
2023-06,4700 - Department of Community Services and Development,0.12
2023-06,4800 - California Health Benefit Exchange,0.24
2023-06,5160 - Department of Rehabilitation,2.21
2023-06,5170 - State Independent Living Council,0
2023-06,5175 - Department of Child Support Services,0.2
2023-06,5180 - Department of Social Services,1.76
2023-06,5225 - Department of Corrections and Rehabilitation,4.62
2023-06,5227 - Board of State and Community Corrections,1.33
2023-06,5420 - Prison Industry Authority,4.28
2023-06,6100 - Department of Education,1.1
2023-06,6120 - California State Library,1.5
2023-06,6125 - Education Audit Appeals Panel,1.33
2023-06,6200 - California School for the Blind,4.9
2023-06,6240 - California School for the Deaf - Fremont,0
2023-06,6250 - California School for the Deaf - Riverside,4.47
2023-06,6260 - Diagnostic Centers,4.77
2023-06,6360 - Commission on Teacher Credentialing,1.85
2023-06,"6980 - Student Aid Commission, California",0.42
2023-06,7100 - Employment Development Department,1.11
2023-06,7300 - Agricultural Labor Relations Board,2.02
2023-06,7320 - Public Employment Relations Board,2.05
2023-06,7350 - Department of Industrial Relations,3.35
2023-06,7501 - Department of Human Resources,1.05
2023-06,7502 - California Department of Technology,1.01
2023-06,7503 - State Personnel Board,0.45
2023-06,7504 - Office of Data and Innovation,0.26
2023-06,7600 - California Department of Tax and Fee Administration,0.78
2023-06,7730 - Franchise Tax Board,2.61
2023-06,7760 - Department of General Services,3.12
2023-06,7870 - California Victim Compensation Board,1.18
2023-06,7900 - Public Employees' Retirement System,2.71
2023-06,7910 - Office of Administrative Law,2.1
2023-06,7920 - State Teachers' Retirement System,2.15
2023-06,8120 - Commission on Peace Officer Standards and Training,2.68
2023-06,8140 - State Public Defender,1.27
2023-06,8560 - California Exposition and State Fair,3.53
2023-06,8570 - Department of Food and Agriculture,2.35
2023-06,8620 - Fair Political Practices Commission,0.54
2023-06,8660 - Public Utilities Commission,0.68
2023-06,"8780 - Milton Marks ""Little Hoover"" Commission on California State Government Organization and Economy",1.43
2023-06,"8830 - Law Revision Commission, California",0
2023-06,8860 - Department of Finance,1.84
2023-06,8880 - Financial Information System for California,0.18
2023-06,"8885 - States Mandates, Commission on",1.27
2023-06,8940 - Military Department,4.03
2023-06,8955 - Department of Veterans Affairs,4.49
2023-06,A059 - California Correctional Health Care Services,4.32
2023-06,A279 - Unemployment Insurance Appeals Board,2.6
2023-06,A281 - Employment Training Panel,1.76
2023-06,A314 - California Science Center,4.42
2023-06,A341 - California Earthquake Authority,0.48
2023-06,A424 - Cradle-to-Career,0.86
2023-06,A541 - Board of Forestry and Fire Protection,3.36
2023-07,0500 - Governor's Office,2.74
2023-07,0509 - Governor's Office of Business and Economic Development (GO-Biz),1.31
2023-07,0511 - Secretary for Government Operations Agency,2.48
2023-07,0521 - Secretary for Transportation Agency,2.05
2023-07,0530 - Secretary for California Health and Human Services Agency,0.63
2023-07,0531 - Office of Systems Integration,0.12
2023-07,0540 - Secretary of the Natural Resources Agency,0.81
2023-07,0552 - Office of the Inspector General,0.41
2023-07,0555 - Secretary for Environmental Protection,2.14
2023-07,0559 - Secretary for Labor and Workforce Development Agency,2.69
2023-07,0650 - Office of Planning and Research,0.65
2023-07,0690 - Governor's Office of Emergency Services,2.78
2023-07,0820 - Department of Justice,1.55
2023-07,0840 - State Controller,1.39
2023-07,0845 - Department of Insurance,1.44
2023-07,0855 - California Gambling Control Commission,0.48
2023-07,0860 - State Board of Equalization,1.69
2023-07,0870 - Office of Tax Appeals,1.46
2023-07,0911 - Citizens Redistricting Commission,0
2023-07,1045 - Cannabis Control Appeals Panel,1.13
2023-07,1111 - Department of Consumer Affairs,2.32
2023-07,1115 - Department of Cannabis Control,1.83
2023-07,1700 - California Civil Rights Department,0.41
2023-07,1701 - Department of Financial Protection and Innovation,0.45
2023-07,1703 - California Privacy Protection Agency,0
2023-07,1750 - California Horse Racing Board,2.84
2023-07,2100 - Department of Alcoholic Beverage Control,2.6
2023-07,2120 - Alcoholic Beverage Control Appeals Board,1.08
2023-07,2240 - Department of Housing and Community Development,0.98
2023-07,2320 - Department of Real Estate,2.01
2023-07,2600 - California Transportation Commission,0.61
2023-07,2660 - Department of Transportation,3
2023-07,2665 - High-Speed Rail Authority,1.24
2023-07,2700 - California Traffic Safety Program,1.29
2023-07,2720 - California Highway Patrol,4.9
2023-07,2740 - Department of Motor Vehicles,4
2023-07,3100 - Exposition Park,4.07
2023-07,3125 - California Tahoe Conservancy,1.7
2023-07,3340 - California Conservation Corps,3.84
2023-07,3355 - Office of Energy Infrastructure Safety,0.64
2023-07,3360 - Energy Resources Conservation and Development Commission,0.2
2023-07,3480 - Department of Conservation,0.96
2023-07,3540 - Department of Forestry and Fire Protection,4.77
2023-07,3560 - State Lands Commission,0.95
2023-07,3600 - Department of Fish and Wildlife,2.82
2023-07,3640 - Wildlife Conservation Board,1.77
2023-07,3720 - California Coastal Commission,1.23
2023-07,3760 - State Coastal Conservancy,0.44
2023-07,3780 - Native American Heritage Commission,2.38
2023-07,3790 - Department of Parks and Recreation,3.14
2023-07,3810 - Santa Monica Mountains Conservancy,1
2023-07,3820 - San Francisco Bay Conservation and Development Commission,1.06
2023-07,3825 - San Gabriel and Lower Los Angeles Rivers and Mountains Conservancy,1.11
2023-07,3830 - San Joaquin River Conservancy,0.5
2023-07,3835 - Baldwin Hills Conservancy,2.33
2023-07,3840 - Delta Protection Commission,2
2023-07,3845 - San Diego River Conservancy,5
2023-07,3850 - Coachella Valley Mountains Conservancy,2.83
2023-07,3855 - Sierra Nevada Conservancy,1.19
2023-07,3860 - Department of Water Resources,3.05
2023-07,3862 - Central Valley Flood Protection Board,1.23
2023-07,3875 - Sacramento-San Joaquin Delta Conservancy,0.75
2023-07,3885 - Delta Stewardship Council,0.59
2023-07,3900 - State Air Resources Board,1.96
2023-07,3930 - Department of Pesticide Regulation,1.14
2023-07,3940 - State Water Resources Control Board,1.07
2023-07,3960 - Department of Toxic Substances Control,0.75
2023-07,3970 - Department of Resources Recycling and Recovery,0.55
2023-07,3980 - Office of Environmental Health Hazard Assessment,0.55
2023-07,4100 - State Council on Developmental Disabilities,1.46
2023-07,4140 - Department of Health Care Access and Information,1.54
2023-07,4150 - Department of Managed Health Care,0.04
2023-07,4170 - Department of Aging,0.3
2023-07,4250 - California Children and Families Commission,0.97
2023-07,4260 - State Department of Health Care Services,1.17
2023-07,4265 - Department of Public Health,1.78
2023-07,4300 - Department of Developmental Services,3.5
2023-07,4440 - Department of State Hospitals,4.54
2023-07,4560 - Mental Health Services Oversight and Accountability Commission,1.74
2023-07,4700 - Department of Community Services and Development,0.12
2023-07,4800 - California Health Benefit Exchange,0.25
2023-07,5160 - Department of Rehabilitation,2.19
2023-07,5170 - State Independent Living Council,0
2023-07,5175 - Department of Child Support Services,0.19
2023-07,5180 - Department of Social Services,1.74
2023-07,5225 - Department of Corrections and Rehabilitation,4.62
2023-07,5227 - Board of State and Community Corrections,1.36
2023-07,5420 - Prison Industry Authority,4.33
2023-07,6100 - Department of Education,1.1
2023-07,6120 - California State Library,1.54
2023-07,6125 - Education Audit Appeals Panel,1.33
2023-07,6200 - California School for the Blind,4.93
2023-07,6240 - California School for the Deaf - Fremont,0
2023-07,6250 - California School for the Deaf - Riverside,4.47
2023-07,6260 - Diagnostic Centers,4.77
2023-07,6360 - Commission on Teacher Credentialing,1.98
2023-07,6870 - Board of Governors of the California Community Colleges,0.01
2023-07,"6980 - Student Aid Commission, California",0.42
2023-07,7100 - Employment Development Department,1.14
2023-07,7300 - Agricultural Labor Relations Board,2.03
2023-07,7320 - Public Employment Relations Board,1.99
2023-07,7350 - Department of Industrial Relations,3.37
2023-07,7501 - Department of Human Resources,1.01
2023-07,7502 - California Department of Technology,1.02
2023-07,7503 - State Personnel Board,0.45
2023-07,7504 - Office of Data and Innovation,0.25
2023-07,7600 - California Department of Tax and Fee Administration,0.78
2023-07,7730 - Franchise Tax Board,2.6
2023-07,7760 - Department of General Services,3.12
2023-07,7870 - California Victim Compensation Board,1.19
2023-07,7900 - Public Employees' Retirement System,2.71
2023-07,7910 - Office of Administrative Law,2.1
2023-07,7920 - State Teachers' Retirement System,2.07
2023-07,8120 - Commission on Peace Officer Standards and Training,2.7
2023-07,8140 - State Public Defender,1.34
2023-07,8560 - California Exposition and State Fair,3.53
2023-07,8570 - Department of Food and Agriculture,2.41
2023-07,8620 - Fair Political Practices Commission,0.54
2023-07,8660 - Public Utilities Commission,0.68
2023-07,"8780 - Milton Marks ""Little Hoover"" Commission on California State Government Organization and Economy",1.33
2023-07,"8830 - Law Revision Commission, California",0
2023-07,8860 - Department of Finance,1.84
2023-07,8880 - Financial Information System for California,0.15
2023-07,"8885 - States Mandates, Commission on",1.25
2023-07,8940 - Military Department,4.03
2023-07,8955 - Department of Veterans Affairs,4.49
2023-07,A059 - California Correctional Health Care Services,4.33
2023-07,A279 - Unemployment Insurance Appeals Board,2.65
2023-07,A281 - Employment Training Panel,1.76
2023-07,A314 - California Science Center,4.42
2023-07,A341 - California Earthquake Authority,0.48
2023-07,A424 - Cradle-to-Career,0.86
2023-07,A541 - Board of Forestry and Fire Protection,3.36
2023-08,0500 - Governor's Office,2.83
2023-08,0509 - Governor's Office of Business and Economic Development (GO-Biz),1.41
2023-08,0511 - Secretary for Government Operations Agency,2.48
2023-08,0521 - Secretary for Transportation Agency,2.05
2023-08,0530 - Secretary for California Health and Human Services Agency,0.63
2023-08,0531 - Office of Systems Integration,0.14
2023-08,0540 - Secretary of the Natural Resources Agency,0.82
2023-08,0552 - Office of the Inspector General,0.38
2023-08,0555 - Secretary for Environmental Protection,2.2
2023-08,0559 - Secretary for Labor and Workforce Development Agency,2.69
2023-08,0650 - Office of Planning and Research,0.66
2023-08,0690 - Governor's Office of Emergency Services,3.12
2023-08,0820 - Department of Justice,1.66
2023-08,0840 - State Controller,1.43
2023-08,0845 - Department of Insurance,1.49
2023-08,0855 - California Gambling Control Commission,0.48
2023-08,0860 - State Board of Equalization,1.68
2023-08,0870 - Office of Tax Appeals,1.45
2023-08,0911 - Citizens Redistricting Commission,0
2023-08,1045 - Cannabis Control Appeals Panel,1.13
2023-08,1111 - Department of Consumer Affairs,2.3
2023-08,1115 - Department of Cannabis Control,1.86
2023-08,1700 - California Civil Rights Department,0.42
2023-08,1701 - Department of Financial Protection and Innovation,0.46
2023-08,1703 - California Privacy Protection Agency,0
2023-08,1750 - California Horse Racing Board,2.81
2023-08,2100 - Department of Alcoholic Beverage Control,2.61
2023-08,2120 - Alcoholic Beverage Control Appeals Board,1.08
2023-08,2240 - Department of Housing and Community Development,0.98
2023-08,2320 - Department of Real Estate,1.98
2023-08,2600 - California Transportation Commission,0.61
2023-08,2660 - Department of Transportation,3
2023-08,2665 - High-Speed Rail Authority,1.29
2023-08,2700 - California Traffic Safety Program,1.29
2023-08,2720 - California Highway Patrol,4.93
2023-08,2740 - Department of Motor Vehicles,3.99
2023-08,3100 - Exposition Park,4.07
2023-08,3125 - California Tahoe Conservancy,1.66
2023-08,3340 - California Conservation Corps,3.83
2023-08,3355 - Office of Energy Infrastructure Safety,0.59
2023-08,3360 - Energy Resources Conservation and Development Commission,0.24
2023-08,3480 - Department of Conservation,0.96
2023-08,3540 - Department of Forestry and Fire Protection,4.76
2023-08,3560 - State Lands Commission,0.97
2023-08,3600 - Department of Fish and Wildlife,2.85
2023-08,3640 - Wildlife Conservation Board,1.82
2023-08,3720 - California Coastal Commission,1.26
2023-08,3760 - State Coastal Conservancy,1.1
2023-08,3780 - Native American Heritage Commission,2.38
2023-08,3790 - Department of Parks and Recreation,3.12
2023-08,3810 - Santa Monica Mountains Conservancy,1
2023-08,3820 - San Francisco Bay Conservation and Development Commission,1.06
2023-08,3825 - San Gabriel and Lower Los Angeles Rivers and Mountains Conservancy,1.5
2023-08,3830 - San Joaquin River Conservancy,0.5
2023-08,3835 - Baldwin Hills Conservancy,2.33
2023-08,3840 - Delta Protection Commission,2
2023-08,3845 - San Diego River Conservancy,5
2023-08,3850 - Coachella Valley Mountains Conservancy,2.83
2023-08,3855 - Sierra Nevada Conservancy,1.17
2023-08,3860 - Department of Water Resources,3.03
2023-08,3862 - Central Valley Flood Protection Board,1.23
2023-08,3875 - Sacramento-San Joaquin Delta Conservancy,0.54
2023-08,3885 - Delta Stewardship Council,0.67
2023-08,3900 - State Air Resources Board,1.96
2023-08,3930 - Department of Pesticide Regulation,1.15
2023-08,3940 - State Water Resources Control Board,1.06
2023-08,3980 - Office of Environmental Health Hazard Assessment,0.55
2023-08,4100 - State Council on Developmental Disabilities,1.46
2023-08,4140 - Department of Health Care Access and Information,1.56
2023-08,4150 - Department of Managed Health Care,0.03
2023-08,4170 - Department of Aging,0.29
2023-08,4250 - California Children and Families Commission,0.97
2023-08,4260 - State Department of Health Care Services,1.64
2023-08,4265 - Department of Public Health,1.78
2023-08,4300 - Department of Developmental Services,3.49
2023-08,4440 - Department of State Hospitals,4.51
2023-08,4560 - Mental Health Services Oversight and Accountability Commission,1.86
2023-08,4700 - Department of Community Services and Development,0.12
2023-08,4800 - California Health Benefit Exchange,0.25
2023-08,5160 - Department of Rehabilitation,2.19
2023-08,5170 - State Independent Living Council,0
2023-08,5175 - Department of Child Support Services,0.2
2023-08,5180 - Department of Social Services,1.74
2023-08,5225 - Department of Corrections and Rehabilitation,4.63
2023-08,5227 - Board of State and Community Corrections,1.39
2023-08,5420 - Prison Industry Authority,4.3
2023-08,6100 - Department of Education,1.13
2023-08,6120 - California State Library,1.54
2023-08,6125 - Education Audit Appeals Panel,1.33
2023-08,6200 - California School for the Blind,4.93
2023-08,6240 - California School for the Deaf - Fremont,0
2023-08,6250 - California School for the Deaf - Riverside,4.47
2023-08,6260 - Diagnostic Centers,4.77
2023-08,6360 - Commission on Teacher Credentialing,1.88
2023-08,"6980 - Student Aid Commission, California",0.42
2023-08,7100 - Employment Development Department,1.15
2023-08,7300 - Agricultural Labor Relations Board,2.03
2023-08,7320 - Public Employment Relations Board,1.95
2023-08,7350 - Department of Industrial Relations,3.33
2023-08,7501 - Department of Human Resources,1.06
2023-08,7502 - California Department of Technology,1.03
2023-08,7503 - State Personnel Board,0.48
2023-08,7504 - Office of Data and Innovation,0.24
2023-08,7600 - California Department of Tax and Fee Administration,0.78
2023-08,7730 - Franchise Tax Board,2.57
2023-08,7760 - Department of General Services,3.11
2023-08,7870 - California Victim Compensation Board,1.19
2023-08,7900 - Public Employees' Retirement System,2.72
2023-08,7910 - Office of Administrative Law,2.1
2023-08,7920 - State Teachers' Retirement System,2.08
2023-08,8120 - Commission on Peace Officer Standards and Training,2.69
2023-08,8140 - State Public Defender,1.37
2023-08,8560 - California Exposition and State Fair,3.53
2023-08,8570 - Department of Food and Agriculture,2.45
2023-08,8620 - Fair Political Practices Commission,0.56
2023-08,8660 - Public Utilities Commission,0.67
2023-08,"8780 - Milton Marks ""Little Hoover"" Commission on California State Government Organization and Economy",1.33
2023-08,"8830 - Law Revision Commission, California",0
2023-08,8860 - Department of Finance,1.85
2023-08,8880 - Financial Information System for California,0.14
2023-08,"8885 - States Mandates, Commission on",1.23
2023-08,8940 - Military Department,4.01
2023-08,8955 - Department of Veterans Affairs,4.49
2023-08,A059 - California Correctional Health Care Services,4.31
2023-08,A279 - Unemployment Insurance Appeals Board,2.64
2023-08,A281 - Employment Training Panel,1.76
2023-08,A314 - California Science Center,4.43
2023-08,A341 - California Earthquake Authority,0.48
2023-08,A424 - Cradle-to-Career,0.8
2023-08,A541 - Board of Forestry and Fire Protection,3.36
2023-09,0500 - Governor's Office,2.87
2023-09,0509 - Governor's Office of Business and Economic Development (GO-Biz),1.41
2023-09,0511 - Secretary for Government Operations Agency,2.48
2023-09,0521 - Secretary for Transportation Agency,2.05
2023-09,0530 - Secretary for California Health and Human Services Agency,0.6
2023-09,0531 - Office of Systems Integration,0.15
2023-09,0540 - Secretary of the Natural Resources Agency,0.81
2023-09,0552 - Office of the Inspector General,0.36
2023-09,0559 - Secretary for Labor and Workforce Development Agency,2.69
2023-09,0650 - Office of Planning and Research,0.67
2023-09,0690 - Governor's Office of Emergency Services,3.12
2023-09,0820 - Department of Justice,1.62
2023-09,0840 - State Controller,1.39
2023-09,0845 - Department of Insurance,1.5
2023-09,0855 - California Gambling Control Commission,0.85
2023-09,0860 - State Board of Equalization,1.68
2023-09,0870 - Office of Tax Appeals,1.44
2023-09,0911 - Citizens Redistricting Commission,0
2023-09,1045 - Cannabis Control Appeals Panel,1.13
2023-09,1111 - Department of Consumer Affairs,2.3
2023-09,1115 - Department of Cannabis Control,1.91
2023-09,1700 - California Civil Rights Department,0.39
2023-09,1701 - Department of Financial Protection and Innovation,0.46
2023-09,1703 - California Privacy Protection Agency,0
2023-09,1750 - California Horse Racing Board,2.81
2023-09,2100 - Department of Alcoholic Beverage Control,2.59
2023-09,2240 - Department of Housing and Community Development,0.96
2023-09,2320 - Department of Real Estate,1.97
2023-09,2600 - California Transportation Commission,0.53
2023-09,2660 - Department of Transportation,3
2023-09,2665 - High-Speed Rail Authority,1.28
2023-09,2700 - California Traffic Safety Program,1.29
2023-09,2720 - California Highway Patrol,4.93
2023-09,2740 - Department of Motor Vehicles,3.99
2023-09,3100 - Exposition Park,4.07
2023-09,3125 - California Tahoe Conservancy,1.66
2023-09,3340 - California Conservation Corps,3.86
2023-09,3355 - Office of Energy Infrastructure Safety,0.59
2023-09,3360 - Energy Resources Conservation and Development Commission,0.24
2023-09,3480 - Department of Conservation,0.98
2023-09,3540 - Department of Forestry and Fire Protection,4.76
2023-09,3560 - State Lands Commission,0.99
2023-09,3600 - Department of Fish and Wildlife,2.85
2023-09,3640 - Wildlife Conservation Board,1.9
2023-09,3720 - California Coastal Commission,1.26
2023-09,3760 - State Coastal Conservancy,1.1
2023-09,3780 - Native American Heritage Commission,2.38
2023-09,3790 - Department of Parks and Recreation,3.12
2023-09,3810 - Santa Monica Mountains Conservancy,1.67
2023-09,3820 - San Francisco Bay Conservation and Development Commission,1.08
2023-09,3825 - San Gabriel and Lower Los Angeles Rivers and Mountains Conservancy,1.3
2023-09,3830 - San Joaquin River Conservancy,0.5
2023-09,3835 - Baldwin Hills Conservancy,2.33
2023-09,3840 - Delta Protection Commission,2
2023-09,3845 - San Diego River Conservancy,5
2023-09,3850 - Coachella Valley Mountains Conservancy,2.83
2023-09,3855 - Sierra Nevada Conservancy,1.17
2023-09,3860 - Department of Water Resources,3.03
2023-09,3862 - Central Valley Flood Protection Board,1.27
2023-09,3875 - Sacramento-San Joaquin Delta Conservancy,0.52
2023-09,3885 - Delta Stewardship Council,0.57
2023-09,3900 - State Air Resources Board,1.96
2023-09,3930 - Department of Pesticide Regulation,1.15
2023-09,3940 - State Water Resources Control Board,1.06
2023-09,3960 - Department of Toxic Substances Control,0.76
2023-09,3970 - Department of Resources Recycling and Recovery,0.46
2023-09,3980 - Office of Environmental Health Hazard Assessment,0.55
2023-09,4100 - State Council on Developmental Disabilities,1.46
2023-09,4140 - Department of Health Care Access and Information,1.57
2023-09,4150 - Department of Managed Health Care,0.03
2023-09,4170 - Department of Aging,0.27
2023-09,4250 - California Children and Families Commission,0.97
2023-09,4260 - State Department of Health Care Services,1.21
2023-09,4265 - Department of Public Health,1.78
2023-09,4300 - Department of Developmental Services,3.47
2023-09,4440 - Department of State Hospitals,4.51
2023-09,4560 - Mental Health Services Oversight and Accountability Commission,1.86
2023-09,4700 - Department of Community Services and Development,0.16
2023-09,4800 - California Health Benefit Exchange,0.24
2023-09,5160 - Department of Rehabilitation,2.2
2023-09,5170 - State Independent Living Council,0
2023-09,5175 - Department of Child Support Services,0.2
2023-09,5180 - Department of Social Services,1.72
2023-09,5225 - Department of Corrections and Rehabilitation,4.65
2023-09,5227 - Board of State and Community Corrections,1.39
2023-09,5420 - Prison Industry Authority,4.34
2023-09,6100 - Department of Education,0.95
2023-09,6120 - California State Library,1.54
2023-09,6125 - Education Audit Appeals Panel,1.33
2023-09,6200 - California School for the Blind,4.93
2023-09,6240 - California School for the Deaf - Fremont,0
2023-09,6250 - California School for the Deaf - Riverside,4.47
2023-09,6260 - Diagnostic Centers,4.77
2023-09,6360 - Commission on Teacher Credentialing,1.82
2023-09,6870 - Board of Governors of the California Community Colleges,0.01
2023-09,7100 - Employment Development Department,1.14
2023-09,7300 - Agricultural Labor Relations Board,2.03
2023-09,7320 - Public Employment Relations Board,1.95
2023-09,7350 - Department of Industrial Relations,3.33
2023-09,7501 - Department of Human Resources,1.08
2023-09,7502 - California Department of Technology,1.05
2023-09,7503 - State Personnel Board,0.49
2023-09,7504 - Office of Data and Innovation,0.25
2023-09,7600 - California Department of Tax and Fee Administration,0.79
2023-09,7730 - Franchise Tax Board,2.53
2023-09,7760 - Department of General Services,3.11
2023-09,7870 - California Victim Compensation Board,1.21
2023-09,7900 - Public Employees' Retirement System,2.72
2023-09,7910 - Office of Administrative Law,2.27
2023-09,7920 - State Teachers' Retirement System,2.07
2023-09,8120 - Commission on Peace Officer Standards and Training,2.68
2023-09,8140 - State Public Defender,1.27
2023-09,8560 - California Exposition and State Fair,3.53
2023-09,8570 - Department of Food and Agriculture,2.39
2023-09,8620 - Fair Political Practices Commission,0.66
2023-09,8660 - Public Utilities Commission,0.65
2023-09,"8780 - Milton Marks ""Little Hoover"" Commission on California State Government Organization and Economy",1.33
2023-09,"8830 - Law Revision Commission, California",0
2023-09,8860 - Department of Finance,1.84
2023-09,8880 - Financial Information System for California,0.62
2023-09,"8885 - States Mandates, Commission on",1.23
2023-09,8940 - Military Department,4.04
2023-09,8955 - Department of Veterans Affairs,4.49
2023-09,A059 - California Correctional Health Care Services,4.31
2023-09,A279 - Unemployment Insurance Appeals Board,2.63
2023-09,A281 - Employment Training Panel,1.76
2023-09,A314 - California Science Center,4.44
2023-09,A341 - California Earthquake Authority,0.48
2023-09,A424 - Cradle-to-Career,0.88
2023-09,A541 - Board of Forestry and Fire Protection,3.36
2023-10,0500 - Governor's Office,2.8
2023-10,0509 - Governor's Office of Business and Economic Development (GO-Biz),1.55
2023-10,0511 - Secretary for Government Operations Agency,2.45
2023-10,"0515 - Secretary for Business, Consumer Services, and Housing Agency",0.7
2023-10,0521 - Secretary for Transportation Agency,2.05
2023-10,0530 - Secretary for California Health and Human Services Agency,0.57
2023-10,0531 - Office of Systems Integration,0.16
2023-10,0540 - Secretary of the Natural Resources Agency,0.8
2023-10,0552 - Office of the Inspector General,0.39
2023-10,0559 - Secretary for Labor and Workforce Development Agency,2.69
2023-10,0650 - Office of Planning and Research,0.67
2023-10,0690 - Governor's Office of Emergency Services,3.11
2023-10,0820 - Department of Justice,1.6
2023-10,0840 - State Controller,1.2
2023-10,0845 - Department of Insurance,1.48
2023-10,0855 - California Gambling Control Commission,0.85
2023-10,0860 - State Board of Equalization,1.67
2023-10,0870 - Office of Tax Appeals,1.43
2023-10,0911 - Citizens Redistricting Commission,0
2023-10,1045 - Cannabis Control Appeals Panel,1.13
2023-10,1111 - Department of Consumer Affairs,2.34
2023-10,1115 - Department of Cannabis Control,1.9
2023-10,1700 - California Civil Rights Department,0.39
2023-10,1701 - Department of Financial Protection and Innovation,0.48
2023-10,1703 - California Privacy Protection Agency,0
2023-10,1750 - California Horse Racing Board,2.79
2023-10,2100 - Department of Alcoholic Beverage Control,2.56
2023-10,2120 - Alcoholic Beverage Control Appeals Board,1.08
2023-10,2240 - Department of Housing and Community Development,0.96
2023-10,2320 - Department of Real Estate,1.96
2023-10,2600 - California Transportation Commission,0.53
2023-10,2660 - Department of Transportation,2.99
2023-10,2665 - High-Speed Rail Authority,1.26
2023-10,2700 - California Traffic Safety Program,1.29
2023-10,2720 - California Highway Patrol,4.93
2023-10,2740 - Department of Motor Vehicles,3.97
2023-10,3100 - Exposition Park,4.15
2023-10,3125 - California Tahoe Conservancy,1.66
2023-10,3355 - Office of Energy Infrastructure Safety,0.67
2023-10,3360 - Energy Resources Conservation and Development Commission,0.23
2023-10,3480 - Department of Conservation,0.98
2023-10,3540 - Department of Forestry and Fire Protection,4.75
2023-10,3560 - State Lands Commission,1.01
2023-10,3600 - Department of Fish and Wildlife,2.85
2023-10,3640 - Wildlife Conservation Board,1.83
2023-10,3720 - California Coastal Commission,1.82
2023-10,3760 - State Coastal Conservancy,2.01
2023-10,3780 - Native American Heritage Commission,2.38
2023-10,3790 - Department of Parks and Recreation,3.12
2023-10,3810 - Santa Monica Mountains Conservancy,1.67
2023-10,3820 - San Francisco Bay Conservation and Development Commission,1.09
2023-10,3825 - San Gabriel and Lower Los Angeles Rivers and Mountains Conservancy,1.3
2023-10,3830 - San Joaquin River Conservancy,1.5
2023-10,3835 - Baldwin Hills Conservancy,2.33
2023-10,3840 - Delta Protection Commission,1.6
2023-10,3845 - San Diego River Conservancy,5
2023-10,3850 - Coachella Valley Mountains Conservancy,2.83
2023-10,3855 - Sierra Nevada Conservancy,1.17
2023-10,3860 - Department of Water Resources,3.04
2023-10,3862 - Central Valley Flood Protection Board,1.22
2023-10,3875 - Sacramento-San Joaquin Delta Conservancy,0.7
2023-10,3885 - Delta Stewardship Council,0.59
2023-10,3930 - Department of Pesticide Regulation,1.15
2023-10,3940 - State Water Resources Control Board,1.08
2023-10,3960 - Department of Toxic Substances Control,1.04
2023-10,3970 - Department of Resources Recycling and Recovery,0.64
2023-10,3980 - Office of Environmental Health Hazard Assessment,0.55
2023-10,4100 - State Council on Developmental Disabilities,1.46
2023-10,4140 - Department of Health Care Access and Information,1.55
2023-10,4150 - Department of Managed Health Care,0.03
2023-10,4170 - Department of Aging,0.26
2023-10,4250 - California Children and Families Commission,0.94
2023-10,4260 - State Department of Health Care Services,1.16
2023-10,4265 - Department of Public Health,1.78
2023-10,4300 - Department of Developmental Services,3.45
2023-10,4440 - Department of State Hospitals,4.51
2023-10,4560 - Mental Health Services Oversight and Accountability Commission,1.84
2023-10,4700 - Department of Community Services and Development,0.16
2023-10,4800 - California Health Benefit Exchange,0.25
