Report Month,Department,0 Days,1 Day,2 Days,3 Days,4 Days,5 Days,Total
2023-05,3340 - California Conservation Corps,4,14,28,36,28,40,150
2023-05,3355 - Office of Energy Infrastructure Safety,0,0,0,0,0,79,79
2023-05,3360 - Energy Resources Conservation and Development Commission,0,7,8,29,50,624,718
2023-05,3480 - Department of Conservation,34,11,60,90,61,403,659
2023-05,3540 - Department of Forestry and Fire Protection,4,69,154,154,151,198,730
2023-05,3560 - State Lands Commission,28,6,13,14,25,90,176
2023-05,3600 - Department of Fish and Wildlife,367,104,282,306,926,63,2048
2023-05,3640 - Wildlife Conservation Board,14,0,2,4,5,18,43
2023-05,3720 - California Coastal Commission,2,6,10,43,73,48,182
2023-05,3760 - State Coastal Conservancy,0,0,2,2,19,43,66
2023-05,3780 - Native American Heritage Commission,0,1,2,4,1,0,8
2023-05,3790 - Department of Parks and Recreation,776,56,147,236,224,227,1666
2023-05,3810 - Santa Monica Mountains Conservancy,0,0,0,0,0,6,6
2023-05,3820 - San Francisco Bay Conservation and Development Commission,0,0,1,2,49,0,52
2023-05,3825 - San Gabriel and Lower Los Angeles Rivers and Mountains Conservancy,0,0,0,0,10,0,10
2023-05,3830 - San Joaquin River Conservancy,0,0,0,0,1,1,2
2023-05,3835 - Baldwin Hills Conservancy,0,0,1,2,1,0,4
2023-05,3840 - Delta Protection Commission,2,1,0,2,1,2,8
2023-05,3845 - San Diego River Conservancy,3,0,0,0,0,0,3
2023-05,3850 - Coachella Valley Mountains Conservancy,0,2,1,1,0,0,4
2023-05,3855 - Sierra Nevada Conservancy,0,2,5,14,10,18,49
2023-05,3860 - Department of Water Resources,5,128,615,1042,392,145,2327
2023-05,3862 - Central Valley Flood Protection Board,0,6,1,7,16,19,49
2023-05,3875 - Sacramento-San Joaquin Delta Conservancy,0,0,0,1,10,7,18
2023-05,3885 - Delta Stewardship Council,0,1,3,6,10,38,58
2023-05,3900 - State Air Resources Board,155,264,143,148,845,84,1639
2023-05,3930 - Department of Pesticide Regulation,1,7,26,91,103,194,422
2023-05,3940 - State Water Resources Control Board,62,51,323,334,566,1003,2339
2023-05,3960 - Department of Toxic Substances Control,9,25,120,65,139,663,1021
2023-05,3980 - Office of Environmental Health Hazard Assessment,0,0,1,5,20,108,134
2023-05,4100 - State Council on Developmental Disabilities,3,7,5,16,5,29,65
2023-05,4140 - Department of Health Care Access and Information,74,10,110,31,40,265,530
2023-05,4170 - Department of Aging,1,0,9,18,31,198,257
2023-05,4250 - California Children and Families Commission,0,0,0,32,0,1,33
2023-05,4260 - State Department of Health Care Services,478,35,133,312,1116,2101,4175
2023-05,4265 - Department of Public Health,1126,2,83,112,137,2456,3916
2023-05,4300 - Department of Developmental Services,5,12,37,50,99,435,638
2023-05,4440 - Department of State Hospitals,32,412,180,144,224,417,1409
2023-05,4560 - Mental Health Services Oversight and Accountability Commission,6,3,8,12,13,7,49
2023-05,4700 - Department of Community Services and Development,0,0,2,7,3,108,120
2023-05,4800 - California Health Benefit Exchange,21,1,26,50,55,1165,1318
2023-05,5160 - Department of Rehabilitation,133,139,412,493,229,244,1650
2023-05,5170 - State Independent Living Council,0,0,0,0,0,3,3
2023-05,5175 - Department of Child Support Services,0,12,11,10,97,458,588
2023-05,5180 - Department of Social Services,5,403,1388,364,602,1751,4513
2023-05,5225 - Department of Corrections and Rehabilitation,908,436,702,555,402,1657,4660
2023-05,5227 - Board of State and Community Corrections,11,2,1,7,87,8,116
2023-05,5420 - Prison Industry Authority,24,5,96,65,31,14,235
2023-05,6100 - Department of Education,198,15,23,91,97,929,1353
2023-05,6120 - California State Library,3,22,31,15,18,73,162
2023-05,6125 - Education Audit Appeals Panel,0,0,0,1,2,0,3
2023-05,6200 - California School for the Blind,16,3,1,2,0,0,22
2023-05,6240 - California School for the Deaf - Fremont,0,0,0,0,0,4,4
2023-05,6250 - California School for the Deaf - Riverside,5,3,5,2,2,0,17
2023-05,6260 - Diagnostic Centers,22,1,3,0,0,0,26
2023-05,6360 - Commission on Teacher Credentialing,21,10,24,27,88,23,193
2023-05,"6980 - Student Aid Commission, California",1,2,1,10,21,100,135
2023-05,7100 - Employment Development Department,41,252,401,800,737,5202,7433
2023-05,7120 - California Workforce Development Board,0,0,0,0,0,88,88
2023-05,7300 - Agricultural Labor Relations Board,8,0,4,35,5,5,57
2023-05,7320 - Public Employment Relations Board,2,3,5,19,24,9,62
2023-05,7501 - Department of Human Resources,3,10,18,77,55,147,310
2023-05,7502 - California Department of Technology,65,30,9,47,477,352,980
2023-05,7503 - State Personnel Board,1,0,1,2,12,53,69
2023-05,7504 - Office of Data and Innovation,0,0,0,2,4,38,44
2023-05,7600 - California Department of Tax and Fee Administration,25,27,82,468,1456,1580,3638
2023-05,7730 - Franchise Tax Board,438,128,911,3348,208,164,5197
2023-05,7760 - Department of General Services,357,29,315,256,230,885,2072
2023-05,7870 - California Victim Compensation Board,2,0,11,14,197,0,224
2023-05,7900 - Public Employees' Retirement System,85,29,1908,10,4,270,2306
2023-05,7910 - Office of Administrative Law,0,2,7,6,7,2,24
2023-05,7920 - State Teachers' Retirement System,5,9,200,1015,35,4,1268
2023-05,8120 - Commission on Peace Officer Standards and Training,10,2,150,0,0,13,175
2023-05,8140 - State Public Defender,6,1,12,15,6,49,89
2023-05,8570 - Department of Food and Agriculture,89,37,60,79,115,148,528
2023-05,8620 - Fair Political Practices Commission,1,0,2,12,17,61,93
2023-05,8660 - Public Utilities Commission,1,3,67,56,86,1099,1312
2023-05,"8780 - Milton Marks ""Little Hoover"" Commission on California State Government Organization and Economy",0,0,0,3,4,0,7
2023-05,"8830 - Law Revision Commission, California",0,0,0,0,0,8,8
2023-05,8860 - Department of Finance,7,6,30,276,28,38,385
2023-05,8880 - Financial Information System for California,0,0,1,7,18,290,316
2023-05,"8885 - States Mandates, Commission on",0,0,3,1,1,9,14
2023-05,8940 - Military Department,0,7,27,57,11,4,106
2023-05,8955 - Department of Veterans Affairs,38,19,60,124,97,125,463
2023-05,A059 - California Correctional Health Care Services,37,665,533,529,333,980,3077
2023-05,A279 - Unemployment Insurance Appeals Board,148,23,25,78,61,63,398
2023-05,A281 - Employment Training Panel,0,9,12,10,38,5,74
2023-05,A314 - California Science Center,7,3,21,0,0,3,34
2023-05,A341 - California Earthquake Authority,0,1,2,8,6,53,70
2023-05,A424 - Cradle-to-Career,0,0,0,5,0,8,13
2023-05,A541 - Board of Forestry and Fire Protection,0,1,0,3,4,2,10
2023-06,0500 - Governor's Office,28,9,33,42,12,13,137
2023-06,0509 - Governor's Office of Business and Economic Development (GO-Biz),2,3,11,17,15,106,154
2023-06,0511 - Secretary for Government Operations Agency,0,0,1,26,0,0,27
2023-06,0521 - Secretary for Transportation Agency,0,0,3,16,0,0,19
2023-06,0530 - Secretary for California Health and Human Services Agency,1,2,10,6,11,62,92
2023-06,0531 - Office of Systems Integration,6,2,1,9,17,355,390
2023-06,0540 - Secretary of the Natural Resources Agency,1,2,2,17,0,73,95
2023-06,0552 - Office of the Inspector General,5,4,2,7,7,118,143
2023-06,0555 - Secretary for Environmental Protection,34,2,2,3,6,40,87
2023-06,0559 - Secretary for Labor and Workforce Development Agency,5,6,11,7,3,4,36
2023-06,0650 - Office of Planning and Research,2,0,15,25,41,132,215
2023-06,0690 - Governor's Office of Emergency Services,0,80,300,131,83,328,922
2023-06,0820 - Department of Justice,360,339,566,668,609,1684,4226
2023-06,0840 - State Controller,44,38,82,140,159,736,1199
2023-06,0845 - Department of Insurance,4,175,34,60,203,543,1019
2023-06,0855 - California Gambling Control Commission,0,0,0,8,8,25,41
2023-06,0860 - State Board of Equalization,2,1,10,121,6,19,159
2023-06,0870 - Office of Tax Appeals,0,4,7,42,16,25,94
2023-06,0890 - Secretary of State,87,39,53,120,82,137,518
2023-06,0911 - Citizens Redistricting Commission,0,0,0,1,1,3,5
2023-06,1045 - Cannabis Control Appeals Panel,1,0,1,0,1,5,8
2023-06,1111 - Department of Consumer Affairs,222,318,491,411,573,531,2546
2023-06,1115 - Department of Cannabis Control,0,83,17,49,43,226,418
2023-06,1700 - California Civil Rights Department,4,1,3,19,38,207,272
2023-06,1701 - Department of Financial Protection and Innovation,0,8,64,20,64,576,732
2023-06,1703 - California Privacy Protection Agency,0,0,0,1,0,23,24
2023-06,1750 - California Horse Racing Board,1,5,0,7,2,11,26
2023-06,2100 - Department of Alcoholic Beverage Control,97,144,91,56,31,54,473
2023-06,2120 - Alcoholic Beverage Control Appeals Board,0,0,1,3,0,2,6
2023-06,2240 - Department of Housing and Community Development,97,25,66,84,101,736,1109
2023-06,2320 - Department of Real Estate,9,21,29,133,106,26,324
2023-06,2600 - California Transportation Commission,0,1,1,6,4,26,38
2023-06,2660 - Department of Transportation,17,491,1255,7070,2304,2307,13444
2023-06,2665 - High-Speed Rail Authority,2,25,36,49,58,191,361
2023-06,2700 - California Traffic Safety Program,0,0,1,9,21,2,33
2023-06,2720 - California Highway Patrol,1035,0,316,15,66,0,1432
2023-06,2740 - Department of Motor Vehicles,391,57,260,424,132,511,1775
2023-06,3100 - Exposition Park,0,0,4,4,0,1,9
2023-06,3125 - California Tahoe Conservancy,6,1,11,6,4,18,46
2023-06,3340 - California Conservation Corps,4,13,29,36,30,40,152
2023-06,3355 - Office of Energy Infrastructure Safety,0,0,0,0,0,76,76
2023-06,3360 - Energy Resources Conservation and Development Commission,0,7,9,30,50,628,724
2023-06,3480 - Department of Conservation,32,12,60,90,65,412,671
2023-06,3540 - Department of Forestry and Fire Protection,4,67,158,156,149,203,737
2023-06,3560 - State Lands Commission,28,6,13,15,26,91,179
2023-06,3600 - Department of Fish and Wildlife,406,104,285,311,899,57,2062
2023-06,3640 - Wildlife Conservation Board,11,0,2,7,5,18,43
2023-06,3720 - California Coastal Commission,2,7,10,43,74,48,184
2023-06,3760 - State Coastal Conservancy,0,0,2,2,19,43,66
2023-06,3780 - Native American Heritage Commission,0,1,2,4,1,0,8
2023-06,3790 - Department of Parks and Recreation,779,55,148,240,226,228,1676
2023-06,3810 - Santa Monica Mountains Conservancy,0,0,0,3,0,3,6
2023-06,3820 - San Francisco Bay Conservation and Development Commission,0,0,1,2,48,0,51
2023-06,3825 - San Gabriel and Lower Los Angeles Rivers and Mountains Conservancy,0,1,0,1,7,0,9
2023-06,3830 - San Joaquin River Conservancy,0,0,0,0,1,1,2
2023-06,3835 - Baldwin Hills Conservancy,0,0,1,2,1,0,4
2023-06,3840 - Delta Protection Commission,2,1,0,2,1,2,8
2023-06,3845 - San Diego River Conservancy,3,0,0,0,0,0,3
2023-06,3850 - Coachella Valley Mountains Conservancy,0,1,1,1,0,0,3
2023-06,3855 - Sierra Nevada Conservancy,0,2,5,15,10,18,50
2023-06,3860 - Department of Water Resources,4,120,587,1095,389,138,2333
2023-06,3862 - Central Valley Flood Protection Board,0,6,1,7,16,19,49
2023-06,3875 - Sacramento-San Joaquin Delta Conservancy,0,0,0,3,4,11,18
2023-06,3885 - Delta Stewardship Council,0,1,4,7,10,39,61
2023-06,3900 - State Air Resources Board,162,264,141,148,843,92,1650
2023-06,3930 - Department of Pesticide Regulation,1,8,27,90,102,195,423
2023-06,3940 - State Water Resources Control Board,55,56,334,341,566,996,2348
2023-06,3960 - Department of Toxic Substances Control,9,26,122,67,138,679,1041
2023-06,3980 - Office of Environmental Health Hazard Assessment,0,0,1,5,20,107,133
2023-06,4100 - State Council on Developmental Disabilities,3,7,5,16,5,29,65
2023-06,4140 - Department of Health Care Access and Information,74,9,111,30,41,277,542
2023-06,4150 - Department of Managed Health Care,0,0,0,6,5,543,554
2023-06,4170 - Department of Aging,1,0,8,18,33,200,260
2023-06,4250 - California Children and Families Commission,0,0,0,32,0,1,33
2023-06,4260 - State Department of Health Care Services,722,33,136,281,1066,1983,4221
2023-06,4265 - Department of Public Health,1126,2,83,112,137,2456,3916
2023-06,4300 - Department of Developmental Services,7,12,35,49,98,438,639
2023-06,4440 - Department of State Hospitals,0,616,187,144,253,437,1637
2023-06,4560 - Mental Health Services Oversight and Accountability Commission,5,3,9,14,12,6,49
2023-06,4700 - Department of Community Services and Development,0,0,2,8,10,101,121
2023-06,4800 - California Health Benefit Exchange,20,1,26,50,55,1164,1316
2023-06,5160 - Department of Rehabilitation,137,140,422,499,229,250,1677
2023-06,5170 - State Independent Living Council,0,0,0,0,0,3,3
2023-06,5175 - Department of Child Support Services,1,12,11,10,97,455,586
2023-06,5180 - Department of Social Services,5,400,1373,363,592,1764,4497
2023-06,5225 - Department of Corrections and Rehabilitation,891,442,713,555,408,1662,4671
2023-06,5227 - Board of State and Community Corrections,11,2,1,6,88,9,117
2023-06,5420 - Prison Industry Authority,17,7,117,47,26,18,232
2023-06,6100 - Department of Education,203,16,22,92,96,940,1369
2023-06,6120 - California State Library,3,21,31,15,19,75,164
2023-06,6125 - Education Audit Appeals Panel,0,0,0,1,2,0,3
2023-06,6200 - California School for the Blind,16,3,1,2,0,0,22
2023-06,6240 - California School for the Deaf - Fremont,0,0,0,0,0,4,4
2023-06,6250 - California School for the Deaf - Riverside,5,3,5,2,2,0,17
2023-06,6260 - Diagnostic Centers,22,1,3,0,0,0,26
2023-06,6360 - Commission on Teacher Credentialing,22,7,27,29,90,22,197
2023-06,"6980 - Student Aid Commission, California",1,2,1,10,21,100,135
2023-06,7100 - Employment Development Department,43,251,415,804,743,5227,7483
2023-06,7300 - Agricultural Labor Relations Board,8,0,4,35,5,5,57
2023-06,7320 - Public Employment Relations Board,2,3,5,19,24,9,62
2023-06,7501 - Department of Human Resources,6,10,19,80,60,152,327
2023-06,7502 - California Department of Technology,68,30,8,46,484,339,975
2023-06,7503 - State Personnel Board,2,0,0,4,11,52,69
2023-06,7504 - Office of Data and Innovation,0,0,0,4,4,38,46
2023-06,7600 - California Department of Tax and Fee Administration,21,31,79,475,1468,1568,3642
2023-06,7730 - Franchise Tax Board,472,130,900,3394,206,160,5262
2023-06,7760 - Department of General Services,357,27,328,246,230,897,2085
2023-06,7870 - California Victim Compensation Board,2,0,10,14,197,0,223
2023-06,7900 - Public Employees' Retirement System,76,30,1912,10,4,274,2306
2023-06,7910 - Office of Administrative Law,0,2,7,6,7,2,24
2023-06,7920 - State Teachers' Retirement System,5,9,199,1024,35,3,1275
2023-06,8120 - Commission on Peace Officer Standards and Training,7,2,157,0,0,13,179
2023-06,8140 - State Public Defender,7,1,15,15,6,49,93
2023-06,8570 - Department of Food and Agriculture,65,32,67,89,103,145,501
2023-06,8620 - Fair Political Practices Commission,1,0,2,12,17,60,92
2023-06,8660 - Public Utilities Commission,101,6,72,45,95,1100,1419
2023-06,"8780 - Milton Marks ""Little Hoover"" Commission on California State Government Organization and Economy",0,0,0,3,4,0,7
2023-06,"8830 - Law Revision Commission, California",0,0,0,0,0,8,8
2023-06,8860 - Department of Finance,7,6,30,273,29,39,384
2023-06,8880 - Financial Information System for California,1,0,3,12,18,289,323
2023-06,"8885 - States Mandates, Commission on",0,0,2,1,2,9,14
2023-06,8940 - Military Department,0,7,28,59,11,4,109
2023-06,8955 - Department of Veterans Affairs,36,20,58,130,91,124,459
2023-06,A059 - California Correctional Health Care Services,39,668,553,544,339,974,3117
2023-06,A279 - Unemployment Insurance Appeals Board,154,22,27,77,61,62,403
2023-06,A281 - Employment Training Panel,0,9,12,10,38,5,74
2023-06,A314 - California Science Center,6,4,22,0,0,3,35
2023-06,A341 - California Earthquake Authority,0,1,2,8,6,53,70
2023-06,A424 - Cradle-to-Career,0,0,0,6,0,8,14
2023-06,A541 - Board of Forestry and Fire Protection,0,1,0,3,4,2,10
2023-07,0500 - Governor's Office,29,9,33,42,12,12,137
2023-07,0509 - Governor's Office of Business and Economic Development (GO-Biz),1,3,11,17,15,105,152
2023-07,0511 - Secretary for Government Operations Agency,0,0,13,14,0,0,27
2023-07,0521 - Secretary for Transportation Agency,0,0,3,16,0,1,20
2023-07,0530 - Secretary for California Health and Human Services Agency,1,2,10,6,11,63,93
2023-07,0531 - Office of Systems Integration,5,2,1,9,17,360,394
2023-07,0540 - Secretary of the Natural Resources Agency,1,2,2,19,0,72,96
2023-07,0552 - Office of the Inspector General,6,4,4,8,7,127,156
2023-07,0555 - Secretary for Environmental Protection,34,2,2,3,6,42,89
2023-07,0559 - Secretary for Labor and Workforce Development Agency,5,6,11,7,3,4,36
2023-07,0650 - Office of Planning and Research,2,0,15,25,41,131,214
2023-07,0690 - Governor's Office of Emergency Services,0,86,532,75,52,209,954
2023-07,0820 - Department of Justice,406,335,509,575,565,1649,4039
2023-07,0840 - State Controller,47,37,83,143,159,734,1203
2023-07,0845 - Department of Insurance,5,170,30,63,200,585,1053
2023-07,0855 - California Gambling Control Commission,0,0,0,8,9,26,43
2023-07,0860 - State Board of Equalization,2,1,10,119,5,19,156
2023-07,0870 - Office of Tax Appeals,0,4,7,42,16,25,94
2023-07,0911 - Citizens Redistricting Commission,0,0,0,0,0,1,1
2023-07,1045 - Cannabis Control Appeals Panel,1,0,1,0,1,5,8
2023-07,1111 - Department of Consumer Affairs,222,318,491,411,573,531,2546
2023-07,1115 - Department of Cannabis Control,0,83,19,47,41,234,424
2023-07,1700 - California Civil Rights Department,4,1,3,18,36,202,264
2023-07,1701 - Department of Financial Protection and Innovation,6,11,45,23,61,604,750
2023-07,1703 - California Privacy Protection Agency,0,0,0,1,0,23,24
2023-07,1750 - California Horse Racing Board,1,5,0,6,2,11,25
2023-07,2100 - Department of Alcoholic Beverage Control,94,146,88,55,32,56,471
2023-07,2120 - Alcoholic Beverage Control Appeals Board,0,0,1,3,0,2,6
2023-07,2240 - Department of Housing and Community Development,106,24,66,86,104,730,1116
2023-07,2320 - Department of Real Estate,9,21,29,133,106,26,324
2023-07,2600 - California Transportation Commission,0,1,1,6,4,26,38
2023-07,2660 - Department of Transportation,39,445,1242,7079,2262,2270,13337
2023-07,2665 - High-Speed Rail Authority,3,26,35,48,56,190,358
2023-07,2700 - California Traffic Safety Program,0,0,1,10,21,2,34
2023-07,2720 - California Highway Patrol,1020,0,333,15,64,0,1432
2023-07,2740 - Department of Motor Vehicles,1,146,468,532,412,1035,2594
2023-07,3100 - Exposition Park,0,0,4,4,0,1,9
2023-07,3125 - California Tahoe Conservancy,6,1,11,6,4,18,46
2023-07,3340 - California Conservation Corps,4,14,31,49,25,30,153
2023-07,3355 - Office of Energy Infrastructure Safety,0,0,0,0,0,82,82
2023-07,3360 - Energy Resources Conservation and Development Commission,0,6,9,30,50,628,723
2023-07,3480 - Department of Conservation,33,12,60,94,69,412,680
2023-07,3540 - Department of Forestry and Fire Protection,4,69,174,172,152,206,777
2023-07,3560 - State Lands Commission,35,10,14,20,16,90,185
2023-07,3600 - Department of Fish and Wildlife,406,101,280,313,905,54,2059
2023-07,3640 - Wildlife Conservation Board,11,0,2,7,4,18,42
2023-07,3720 - California Coastal Commission,2,7,10,44,74,48,185
2023-07,3760 - State Coastal Conservancy,0,0,2,2,19,43,66
2023-07,3780 - Native American Heritage Commission,0,1,2,4,1,0,8
2023-07,3790 - Department of Parks and Recreation,729,50,142,205,217,219,1562
2023-07,3810 - Santa Monica Mountains Conservancy,0,0,0,3,0,3,6
2023-07,3820 - San Francisco Bay Conservation and Development Commission,0,0,1,3,50,0,54
2023-07,3825 - San Gabriel and Lower Los Angeles Rivers and Mountains Conservancy,0,0,1,1,7,0,9
2023-07,3830 - San Joaquin River Conservancy,0,0,0,0,1,1,2
2023-07,3835 - Baldwin Hills Conservancy,0,0,1,2,0,0,3
2023-07,3840 - Delta Protection Commission,1,1,0,1,1,2,6
2023-07,3845 - San Diego River Conservancy,3,0,0,0,0,0,3
2023-07,3850 - Coachella Valley Mountains Conservancy,0,1,1,1,0,0,3
2023-07,3855 - Sierra Nevada Conservancy,0,2,5,16,10,18,51
2023-07,3860 - Department of Water Resources,3,114,572,1087,383,129,2288
2023-07,3862 - Central Valley Flood Protection Board,0,6,1,7,16,18,48
2023-07,3875 - Sacramento-San Joaquin Delta Conservancy,0,0,0,1,9,8,18
2023-07,3885 - Delta Stewardship Council,0,1,4,7,10,41,63
2023-07,3900 - State Air Resources Board,172,264,138,150,851,106,1681
2023-07,3930 - Department of Pesticide Regulation,8,8,62,77,85,189,429
2023-07,3940 - State Water Resources Control Board,57,59,325,341,560,998,2340
2023-07,3960 - Department of Toxic Substances Control,8,25,123,67,134,684,1041
2023-07,3970 - Department of Resources Recycling and Recovery,3,17,25,40,98,370,553
2023-07,3980 - Office of Environmental Health Hazard Assessment,0,2,5,12,41,68,128
2023-07,4100 - State Council on Developmental Disabilities,3,7,5,16,5,29,65
2023-07,4140 - Department of Health Care Access and Information,74,8,109,31,42,285,549
2023-07,4150 - Department of Managed Health Care,0,0,0,6,5,546,557
2023-07,4170 - Department of Aging,1,0,8,19,25,208,261
2023-07,4250 - California Children and Families Commission,0,0,0,1,32,0,33
2023-07,4260 - State Department of Health Care Services,583,34,140,279,1143,2067,4246
2023-07,4265 - Department of Public Health,1126,2,83,112,137,2454,3914
2023-07,4300 - Department of Developmental Services,7,11,34,48,101,447,648
2023-07,4440 - Department of State Hospitals,0,676,185,149,235,474,1719
2023-07,4560 - Mental Health Services Oversight and Accountability Commission,5,3,7,13,11,8,47
2023-07,4700 - Department of Community Services and Development,0,0,2,8,11,99,120
2023-07,4800 - California Health Benefit Exchange,21,1,28,50,55,1152,1307
2023-07,5160 - Department of Rehabilitation,132,128,411,495,227,240,1633
2023-07,5170 - State Independent Living Council,0,0,0,0,0,3,3
2023-07,5175 - Department of Child Support Services,4,8,8,13,115,435,583
2023-07,5180 - Department of Social Services,5,401,1374,366,610,1779,4535
2023-07,5225 - Department of Corrections and Rehabilitation,849,462,743,563,426,1663,4706
2023-07,5227 - Board of State and Community Corrections,11,1,0,11,85,11,119
2023-07,5420 - Prison Industry Authority,21,8,113,46,25,20,233
2023-07,6100 - Department of Education,202,18,22,95,95,952,1384
2023-07,6120 - California State Library,3,22,31,15,19,73,163
2023-07,6125 - Education Audit Appeals Panel,0,0,0,1,2,0,3
2023-07,6200 - California School for the Blind,17,3,1,1,0,0,22
2023-07,6240 - California School for the Deaf - Fremont,0,0,0,0,0,4,4
2023-07,6250 - California School for the Deaf - Riverside,5,3,5,2,2,0,17
2023-07,6260 - Diagnostic Centers,22,1,3,0,0,0,26
2023-07,6360 - Commission on Teacher Credentialing,29,7,22,22,86,20,186
2023-07,6870 - Board of Governors of the California Community Colleges,0,0,1,4,3,187,195
2023-07,"6980 - Student Aid Commission, California",1,2,1,10,21,100,135
2023-07,7100 - Employment Development Department,47,255,430,802,744,5223,7501
2023-07,7300 - Agricultural Labor Relations Board,8,0,5,35,5,5,58
2023-07,7320 - Public Employment Relations Board,2,3,4,20,24,11,64
2023-07,7501 - Department of Human Resources,6,7,22,81,56,165,337
2023-07,7502 - California Department of Technology,66,32,8,45,490,329,970
2023-07,7503 - State Personnel Board,2,0,0,3,12,53,70
2023-07,7504 - Office of Data and Innovation,0,0,0,4,4,40,48
2023-07,7600 - California Department of Tax and Fee Administration,21,32,77,479,1462,1548,3619
2023-07,7730 - Franchise Tax Board,454,126,907,3415,195,166,5263
2023-07,7760 - Department of General Services,360,30,324,247,228,900,2089
2023-07,7870 - California Victim Compensation Board,2,0,11,13,199,0,225
2023-07,7900 - Public Employees' Retirement System,77,26,1921,10,4,274,2312
2023-07,7910 - Office of Administrative Law,0,2,7,6,7,2,24
2023-07,7920 - State Teachers' Retirement System,1,4,119,1110,45,2,1281
2023-07,8120 - Commission on Peace Officer Standards and Training,5,6,160,0,0,12,183
2023-07,8140 - State Public Defender,5,4,16,15,10,45,95
2023-07,8570 - Department of Food and Agriculture,93,35,61,82,122,150,543
2023-07,8620 - Fair Political Practices Commission,1,0,2,12,16,60,91
2023-07,8660 - Public Utilities Commission,101,6,72,45,95,1100,1419
2023-07,"8780 - Milton Marks ""Little Hoover"" Commission on California State Government Organization and Economy",0,0,0,2,4,0,6
2023-07,"8830 - Law Revision Commission, California",0,0,0,0,0,8,8
2023-07,8860 - Department of Finance,7,7,30,286,26,42,398
2023-07,8880 - Financial Information System for California,1,0,0,24,6,297,328
2023-07,"8885 - States Mandates, Commission on",0,1,1,1,2,9,14
2023-07,8940 - Military Department,0,8,28,59,11,4,110
2023-07,8955 - Department of Veterans Affairs,36,23,56,141,81,123,460
2023-07,A059 - California Correctional Health Care Services,37,658,537,532,344,974,3082
2023-07,A279 - Unemployment Insurance Appeals Board,160,23,27,77,59,61,407
2023-07,A281 - Employment Training Panel,0,9,12,10,38,5,74
2023-07,A314 - California Science Center,7,4,22,0,0,3,36
2023-07,A341 - California Earthquake Authority,0,1,2,8,6,53,70
2023-07,A424 - Cradle-to-Career,0,0,0,6,0,8,14
2023-07,A541 - Board of Forestry and Fire Protection,0,1,0,3,4,2,10
2023-08,0500 - Governor's Office,32,9,33,42,11,11,138
2023-08,0509 - Governor's Office of Business and Economic Development (GO-Biz),2,3,12,17,15,108,157
2023-08,0511 - Secretary for Government Operations Agency,0,0,13,14,0,0,27
2023-08,0521 - Secretary for Transportation Agency,0,0,3,16,0,1,20
2023-08,0530 - Secretary for California Health and Human Services Agency,1,2,10,6,11,63,93
2023-08,0531 - Office of Systems Integration,5,2,1,10,19,350,387
2023-08,0540 - Secretary of the Natural Resources Agency,1,2,2,19,0,71,95
2023-08,0552 - Office of the Inspector General,8,2,5,8,4,128,155
2023-08,0555 - Secretary for Environmental Protection,36,2,2,3,6,42,91
2023-08,0559 - Secretary for Labor and Workforce Development Agency,5,6,11,7,3,4,36
2023-08,0650 - Office of Planning and Research,2,0,15,25,41,129,212
2023-08,0690 - Governor's Office of Emergency Services,0,99,675,55,27,103,959
2023-08,0820 - Department of Justice,504,280,475,561,564,1634,4018
2023-08,0840 - State Controller,47,35,86,143,163,738,1212
2023-08,0845 - Department of Insurance,3,181,32,66,196,579,1057
2023-08,0855 - California Gambling Control Commission,0,0,0,8,9,26,43
2023-08,0860 - State Board of Equalization,2,1,10,120,5,20,158
2023-08,0870 - Office of Tax Appeals,0,4,7,41,16,25,93
2023-08,0911 - Citizens Redistricting Commission,0,0,0,0,0,1,1
2023-08,1045 - Cannabis Control Appeals Panel,1,0,1,0,1,5,8
2023-08,1111 - Department of Consumer Affairs,205,191,437,495,535,483,2346
2023-08,1115 - Department of Cannabis Control,0,90,17,52,42,227,428
2023-08,1700 - California Civil Rights Department,4,1,4,19,39,208,275
2023-08,1701 - Department of Financial Protection and Innovation,7,11,44,23,61,603,749
2023-08,1703 - California Privacy Protection Agency,0,0,0,1,0,23,24
2023-08,1750 - California Horse Racing Board,1,5,0,6,2,11,25
2023-08,2100 - Department of Alcoholic Beverage Control,95,144,88,55,31,55,468
2023-08,2120 - Alcoholic Beverage Control Appeals Board,0,0,1,3,0,2,6
2023-08,2240 - Department of Housing and Community Development,107,27,65,83,103,732,1117
2023-08,2320 - Department of Real Estate,10,22,25,130,108,28,323
2023-08,2600 - California Transportation Commission,0,1,1,6,4,26,38
2023-08,2660 - Department of Transportation,0,445,1242,7080,2263,2270,13300
2023-08,2665 - High-Speed Rail Authority,6,26,36,49,64,178,359
2023-08,2700 - California Traffic Safety Program,0,0,1,10,21,2,34
2023-08,2720 - California Highway Patrol,1197,0,221,56,7,0,1481
2023-08,2740 - Department of Motor Vehicles,0,148,473,523,416,1046,2606
2023-08,3100 - Exposition Park,0,0,4,4,0,1,9
2023-08,3125 - California Tahoe Conservancy,4,2,11,5,3,16,41
2023-08,3340 - California Conservation Corps,6,14,30,49,24,31,154
2023-08,3355 - Office of Energy Infrastructure Safety,0,0,0,0,0,83,83
2023-08,3360 - Energy Resources Conservation and Development Commission,0,6,10,33,53,643,745
2023-08,3480 - Department of Conservation,33,11,60,98,70,412,684
2023-08,3540 - Department of Forestry and Fire Protection,5,73,181,176,153,210,798
